DronV2:Dron1_X,DronV2:Dron1_Y,DronV2:Dron1_Z,DronV2:Dron4_X,DronV2:Dron4_Y,DronV2:Dron4_Z,DronV2:Dron2_X,DronV2:Dron2_Y,DronV2:Dron2_Z,DronV2:Dron3_X,DronV2:Dron3_Y,DronV2:Dron3_Z,Dron1:dron11_X,Dron1:dron11_Y,Dron1:dron11_Z,Dron1:dron12_X,Dron1:dron12_Y,Dron1:dron12_Z,Dron1:dron13_X,Dron1:dron13_Y,Dron1:dron13_Z,Dron1:dron14_X,Dron1:dron14_Y,Dron1:dron14_Z,Dron1:dron15_X,Dron1:dron15_Y,Dron1:dron15_Z
160.63809,-1723.5007,1033.8516,149.18646,-1901.4761,1050.3022,199.11453,-1745.8024,1036.081,79.2087,-1736.0701,1037.8251,215.81142,277.84576,1420.2622,133.06024,220.45581,1423.383,283.58667,215.32674,1416.683,210.60645,128.2474,1419.3547,214.79277,217.482,1454.2251
160.78754,-1723.1322,1033.825,149.32994,-1901.1534,1050.1942,199.25343,-1745.4736,1036.0435,79.3464,-1735.7489,1037.7542,220.99878,283.0607,1420.0182,138.26595,225.65988,1423.1946,288.7785,220.5409,1416.4479,215.80481,133.45749,1419.1943,220.0066,222.71793,1454.0172
160.94771,-1722.7606,1033.8002,149.48561,-1900.8282,1050.0842,199.40419,-1745.1425,1036.0072,79.49597,-1735.4254,1037.6858,226.21039,288.25516,1419.7853,143.49501,230.8434,1423.0153,293.9932,225.73389,1416.2205,221.02534,138.6439,1419.0371,225.2443,227.93065,1453.8181
161.11826,-1722.3866,1033.7773,149.65324,-1900.5012,1049.9724,199.5665,-1744.8091,1035.972,79.65715,-1735.1003,1037.6202,231.44684,293.4296,1419.5636,148.74791,236.00699,1422.8455,299.23138,230.90616,1416.0005,226.26877,143.80745,1418.8834,230.50645,233.12077,1453.6277
161.29884,-1722.0109,1033.7567,149.8326,-1900.1726,1049.8593,199.74008,-1744.4741,1035.9384,79.82966,-1734.774,1037.5579,236.70877,298.58447,1419.3531,154.02515,241.15132,1422.6854,304.49365,236.05815,1415.7882,231.53583,148.94891,1418.734,235.79373,238.28903,1453.446
161.4892,-1721.6339,1033.7382,150.02348,-1899.843,1049.7452,199.92471,-1744.1378,1035.9062,80.013275,-1734.4469,1037.499,241.99677,303.72025,1419.1536,159.32721,246.27704,1422.5354,309.7807,241.19037,1415.5834,236.82729,154.06915,1418.589,241.10683,243.43614,1453.2732
161.6891,-1721.2568,1033.7218,150.22571,-1899.513,1049.6307,200.12018,-1743.8009,1035.8756,80.207794,-1734.1196,1037.4438,247.31143,308.83746,1418.9646,164.65459,251.3848,1422.3956,315.09314,246.30336,1415.3859,242.14394,159.16904,1418.4492,246.44641,248.56288,1453.1088
161.89836,-1720.8801,1033.7079,150.43913,-1899.1829,1049.5165,200.32628,-1743.4639,1035.8467,80.41304,-1733.7926,1037.3926,252.65334,313.9365,1418.7859,170.00781,256.47522,1422.2662,320.4316,251.39763,1415.1958,247.4866,164.24944,1418.3152,251.81317,253.67001,1452.9529
162.11684,-1720.5046,1033.6965,150.66365,-1898.8534,1049.4027,200.5429,-1743.1272,1035.8197,80.62888,-1733.4666,1037.3455,258.02307,319.01788,1418.6173,175.38736,261.5489,1422.1477,325.79684,256.47375,1415.0128,252.85608,169.31122,1418.1875,257.20773,258.7583,1452.8054
162.34442,-1720.1313,1033.6877,150.89915,-1898.5251,1049.29,200.76988,-1742.7915,1035.7947,80.85522,-1733.142,1037.3029,263.42114,324.08206,1418.4585,180.79375,266.60635,1422.0399,331.18942,261.53226,1414.8372,258.25314,174.35518,1418.0665,262.63083,263.82846,1452.6664
162.58107,-1719.7607,1033.6818,151.1456,-1898.1987,1049.1792,201.00719,-1742.4574,1035.772,81.09196,-1732.8196,1037.2649,268.84808,329.1295,1418.3092,186.22748,271.6482,1421.9431,336.61002,266.57376,1414.6687,263.6786,179.38216,1417.953,268.08298,268.88123,1452.5356
162.82677,-1719.394,1033.6788,151.40295,-1897.8746,1049.0706,201.25475,-1742.1255,1035.7518,81.33906,-1732.4999,1037.2317,274.30438,334.16058,1418.1691,191.68904,276.67487,1421.8573,342.05927,271.59872,1414.5073,269.13315,184.39288,1417.8473,273.56485,273.91718,1452.4132
163.08154,-1719.0319,1033.6788,151.67119,-1897.5536,1048.9648,201.51254,-1741.7965,1035.7343,81.59651,-1732.1835,1037.2035,279.79053,339.1758,1418.038,197.17892,281.68683,1421.7827,347.53775,276.6077,1414.3533,274.61743,189.38806,1417.7499,279.07687,278.93698,1452.2992
163.34546,-1718.6752,1033.6821,151.95036,-1897.2363,1048.8624,201.78062,-1741.4708,1035.7196,81.864334,-1731.8712,1037.1805,285.30695,344.17554,1417.9159,202.69757,286.68457,1421.719,353.04605,281.60117,1414.2065,280.1321,194.36835,1417.6613,284.61954,283.94116,1452.1935
163.61862,-1718.3247,1033.6888,152.2405,-1896.9232,1048.7642,202.059,-1741.1494,1035.7081,82.14257,-1731.5635,1037.1627,290.854,349.16016,1417.8029,208.24544,291.66846,1421.6663,358.5847,286.57962,1414.0675,285.67764,199.33435,1417.5817,290.19318,288.93027,1452.0966
163.90118,-1717.9816,1033.6991,152.54169,-1896.6152,1048.6705,202.34778,-1740.8328,1035.7002,82.43129,-1731.2611,1037.1504,296.4321,354.13013,1417.6987,213.82292,296.63882,1421.6243,364.15408,291.54346,1413.9364,291.25452,204.28664,1417.5116,295.798,293.90475,1452.0082
164.19328,-1717.6464,1033.713,152.854,-1896.3127,1048.5822,202.64706,-1740.5215,1035.6959,82.730606,-1730.9647,1037.1437,302.04147,359.08575,1417.6038,219.43039,301.59604,1421.5925,369.75473,296.49313,1413.8137,296.86304,209.22571,1417.4513,301.4342,298.86508,1451.929
164.49516,-1717.3201,1033.7308,153.1776,-1896.0166,1048.4996,202.95699,-1740.2163,1035.6957,83.04062,-1730.6749,1037.1426,307.68237,364.02744,1417.5182,225.06816,306.5404,1421.5708,375.3869,301.42905,1413.7,302.50345,214.15204,1417.4012,307.1017,303.8116,1451.8589
164.807,-1717.0033,1033.7526,153.51257,-1895.7274,1048.4235,203.27768,-1739.9178,1035.6997,83.36149,-1730.3923,1037.1471,313.35498,368.9555,1417.4423,230.73645,311.47214,1421.5585,381.0509,306.35156,1413.596,308.17587,219.06606,1417.3616,312.80035,308.74472,1451.7983
165.12907,-1716.6971,1033.7786,153.85912,-1895.4458,1048.3542,203.60933,-1739.6268,1035.7084,83.69337,-1730.1177,1037.1575,319.05933,373.87033,1417.3762,236.43541,316.39157,1421.5548,386.74686,311.26105,1413.5027,313.88028,223.96819,1417.3328,318.5298,313.66467,1451.7478
165.46165,-1716.4022,1033.809,154.21736,-1895.1725,1048.2926,203.95215,-1739.3438,1035.7219,84.03644,-1729.8514,1037.1737,324.79535,378.77222,1417.3207,242.16512,321.29892,1421.5588,392.4748,316.15787,1413.4213,319.61655,228.8588,1417.315,324.2895,318.57184,1451.7078
165.80501,-1716.1191,1033.8439,154.58751,-1894.9078,1048.2391,204.30632,-1739.0695,1035.7408,84.39089,-1729.5944,1037.1958,330.56293,383.66153,1417.276,247.92546,326.19437,1421.5697,398.23468,321.04233,1413.3531,325.38434,233.73822,1417.3085,330.07874,323.46643,1451.6785
166.15947,-1715.8486,1033.8834,154.96973,-1894.6527,1048.1943,204.67206,-1738.8044,1035.7651,84.75693,-1729.347,1037.2238,336.3617,388.5386,1417.2429,253.71626,331.07816,1421.5863,404.02628,325.9148,1413.2998,331.18323,238.60678,1417.3137,335.89655,328.34872,1451.6606
166.52533,-1715.5914,1033.928,155.36421,-1894.4076,1048.1586,205.04959,-1738.5492,1035.7954,85.13476,-1729.11,1037.2577,342.19125,393.4037,1417.2219,259.53714,335.95053,1421.6073,409.84918,330.77554,1413.2632,337.0126,243.46477,1417.331,341.74176,333.21896,1451.6548
166.90292,-1715.348,1033.9774,155.77115,-1894.1731,1048.1324,205.43915,-1738.3044,1035.8318,85.524605,-1728.8837,1037.2975,348.05093,398.25714,1417.2137,265.38757,340.81168,1421.6313,415.70282,335.6248,1413.2452,342.8716,248.31248,1417.3608,347.6129,338.07742,1451.6615
167.29257,-1715.119,1034.0322,156.19072,-1893.9497,1048.1163,205.84097,-1738.0708,1035.8745,85.92667,-1728.6688,1037.343,353.94,403.0993,1417.219,271.2668,345.66183,1421.657,421.58643,340.4628,1413.2484,348.75934,253.15019,1417.4033,353.5084,342.92432,1451.6813
167.69461,-1714.9048,1034.0923,156.62311,-1893.7379,1048.1107,206.25526,-1737.8485,1035.924,86.34117,-1728.4658,1037.3944,359.8574,407.93042,1417.2385,277.17398,350.5012,1421.6827,427.499,345.28983,1413.2751,354.6746,257.97815,1417.4592,359.42618,347.75995,1451.7148
168.10933,-1714.7057,1034.158,157.06847,-1893.5383,1048.116,206.68225,-1737.6384,1035.9805,86.768326,-1728.2753,1037.4517,365.80194,412.7509,1417.2731,283.10788,355.33002,1421.7073,433.4393,350.10605,1413.3282,360.616,262.79663,1417.5288,365.36414,352.5846,1451.763
168.53706,-1714.5223,1034.2294,157.52698,-1893.3513,1048.1323,207.12215,-1737.4408,1036.0442,87.20831,-1728.0974,1037.5145,371.77222,417.56094,1417.3234,289.06723,360.14853,1421.7288,439.40588,354.91168,1413.4105,366.582,267.60587,1417.6125,371.3198,357.39853,1451.8262
168.97812,-1714.3547,1034.3066,157.99873,-1893.1772,1048.1603,207.57515,-1737.2561,1036.1154,87.66133,-1727.9327,1037.5829,377.76657,422.36093,1417.3903,295.05038,364.95703,1421.7457,445.397,359.70694,1413.525,372.5707,272.4061,1417.7112,377.2904,362.20206,1451.9052
169.43274,-1714.2034,1034.3899,158.48387,-1893.0166,1048.1998,208.04143,-1737.0848,1036.1941,88.12754,-1727.7817,1037.6569,383.7831,427.1512,1417.4744,301.0555,369.7557,1421.7568,451.4106,364.49203,1413.6749,378.5801,277.1975,1417.8252,383.27304,366.99554,1452.0006
169.90121,-1714.0682,1034.4794,158.98248,-1892.8698,1048.2513,208.52112,-1736.9272,1036.2809,88.60708,-1727.6448,1037.7361,389.81964,431.93204,1417.5765,307.08063,374.54492,1421.7604,457.44446,369.26718,1413.863,384.60785,281.9804,1417.9551,389.26447,371.7793,1452.113
170.38376,-1713.9496,1034.575,159.4946,-1892.7369,1048.315,209.01439,-1736.7838,1036.3756,89.10008,-1727.522,1037.8207,395.87384,436.70377,1417.6974,313.12335,379.3249,1421.7551,463.4959,374.0326,1414.0927,390.6514,286.7549,1418.1016,395.26126,376.55368,1452.2432
170.88055,-1713.8475,1034.677,160.02025,-1892.6185,1048.3909,209.5213,-1736.6549,1036.4786,89.60663,-1727.4137,1037.9104,401.94302,441.4667,1417.8376,319.18118,384.09595,1421.7397,469.56213,378.7885,1414.3665,396.70792,291.5213,1418.265,401.2598,381.3191,1452.3915
171.39178,-1713.7621,1034.7855,160.55942,-1892.5148,1048.479,210.04193,-1736.5406,1036.59,90.12678,-1727.3202,1038.0051,408.0243,446.22116,1417.9978,325.25134,388.85834,1421.7133,475.63998,383.53513,1414.6874,402.77435,296.27975,1418.4463,407.25632,386.07587,1452.5585
171.91754,-1713.6934,1034.9006,161.11206,-1892.4259,1048.5795,210.57632,-1736.4413,1036.7097,90.66056,-1727.2417,1038.1047,414.1145,450.9674,1418.1786,331.33075,393.6124,1421.6747,481.726,388.27267,1415.0575,408.84744,301.03052,1418.6456,413.2469,390.82443,1452.7445
172.4579,-1713.6411,1035.0222,161.67809,-1892.3519,1048.6923,211.12445,-1736.3572,1036.838,91.20796,-1727.1782,1038.2091,420.21024,455.70575,1418.3804,337.41617,398.3584,1421.6234,487.8166,393.00137,1415.4789,414.92365,305.7738,1418.8638,419.22745,395.56512,1452.9502
173.01291,-1713.6055,1035.1504,162.25734,-1892.2932,1048.8174,211.68626,-1736.2885,1036.9749,91.76892,-1727.13,1038.318,426.30786,460.4365,1418.6036,343.50412,403.09662,1421.559,493.9077,397.72144,1415.9531,420.99924,310.5099,1419.101,425.19385,400.29837,1453.1755
173.58252,-1713.5862,1035.2853,162.84964,-1892.2498,1048.9547,212.26166,-1736.2351,1037.1204,92.34333,-1727.0972,1038.4313,432.40344,465.1599,1418.8486,349.59094,407.82742,1421.4813,499.99533,402.43317,1416.4812,427.0703,315.239,1419.3575,431.14197,405.02454,1453.4209
174.16666,-1713.5833,1035.4266,163.45476,-1892.2217,1049.1041,212.85051,-1736.1975,1037.2744,92.93105,-1727.0797,1038.549,438.4929,469.87622,1419.1156,355.67267,412.55103,1421.3905,506.075,407.13684,1417.0634,433.13275,319.96143,1419.6337,437.0675,409.744,1453.6864
174.76517,-1713.5963,1035.5747,164.07239,-1892.209,1049.2654,213.45259,-1736.1754,1037.437,93.53189,-1727.0775,1038.6707,444.57184,474.5857,1419.4045,361.74527,417.2678,1421.2871,512.1423,411.83273,1417.6996,439.18222,324.67743,1419.9297,442.96628,414.45715,1453.9719
175.37787,-1713.6252,1035.7292,164.70224,-1892.2115,1049.4384,214.06767,-1736.1691,1037.6082,94.14559,-1727.0908,1038.7964,450.63577,479.28857,1419.7156,367.80438,421.97794,1421.172,518.19244,416.52115,1418.3888,445.2143,329.3873,1420.2455,448.83405,419.16434,1454.2776
176.0045,-1713.6698,1035.8903,165.34389,-1892.2296,1049.6229,214.69543,-1736.1785,1037.7877,94.77186,-1727.1193,1038.9259,456.67987,483.9851,1420.0485,373.84555,426.6818,1421.0463,524.2206,421.20245,1419.1298,451.22427,334.09128,1420.5812,454.6666,423.86597,1454.603
176.64473,-1713.7296,1036.0575,165.9969,-1892.2628,1049.8186,215.33554,-1736.2034,1037.9756,95.41033,-1727.1628,1039.0591,462.69922,488.67548,1420.4031,379.8641,431.3796,1420.9114,530.22174,425.87698,1419.9203,457.20734,338.7896,1420.9363,460.45975,428.56238,1454.9481
177.29816,-1713.8046,1036.2312,166.6608,-1892.3113,1050.0253,215.98756,-1736.2439,1038.1715,96.06062,-1727.2216,1039.1959,468.68866,493.35992,1420.779,385.85513,436.07162,1420.769,536.1907,430.54507,1420.7579,463.15854,343.48254,1421.3109,466.20935,433.25397,1455.3124
177.96436,-1713.8943,1036.4109,167.33504,-1892.3748,1050.2424,216.65105,-1736.2999,1038.3755,96.72225,-1727.2952,1039.336,474.64294,498.03873,1421.176,391.81363,440.7581,1420.6212,542.12225,435.20706,1421.6393,469.07272,348.1703,1421.7046,471.91122,437.94104,1455.6954
178.64279,-1713.9984,1036.5966,168.01901,-1892.453,1050.47,217.32544,-1736.3712,1038.5873,97.39471,-1727.3834,1039.4795,480.55658,502.71204,1421.5931,397.73434,445.43927,1420.4702,548.0109,439.8633,1422.561,474.94464,352.85312,1422.117,477.56125,442.62393,1456.0969
179.33289,-1714.1166,1036.788,168.7121,-1892.546,1050.7074,218.01016,-1736.4575,1038.8066,98.07741,-1727.4861,1039.6261,486.424,507.38016,1422.03,403.6119,450.1154,1420.3185,553.8513,444.5142,1423.5194,480.7689,357.53125,1422.5476,483.15533,447.303,1456.5162
180.03397,-1714.2484,1036.985,169.41359,-1892.6536,1050.9542,218.70459,-1736.5588,1039.0332,98.76974,-1727.603,1039.7758,492.2396,512.04333,1422.4858,409.4408,454.78665,1420.1686,559.63776,449.16003,1424.5101,486.53995,362.2049,1422.9961,488.68936,451.97852,1456.9528
180.74533,-1714.3937,1037.1875,170.12274,-1892.7751,1051.2102,219.408,-1736.6748,1039.2667,99.47101,-1727.7338,1039.9282,497.99756,516.7018,1422.9597,415.2153,459.45337,1420.0233,565.3647,453.8012,1425.529,492.2523,366.87433,1423.4618,494.15924,456.6508,1457.406
181.46622,-1714.5519,1037.395,170.83878,-1892.9108,1051.4749,220.11967,-1736.8052,1039.507,100.18048,-1727.8782,1040.0836,503.69205,521.3558,1423.4509,420.92966,464.11572,1419.8854,571.02625,458.4381,1426.5719,497.90018,371.5398,1423.9442,499.56094,461.3201,1457.8751
182.19576,-1714.7227,1037.6075,171.56087,-1893.0599,1051.7477,220.83878,-1736.9496,1039.7535,100.89736,-1728.0359,1040.2416,509.3173,526.0057,1423.9586,426.57797,468.77402,1419.7576,576.6168,463.07104,1427.6342,503.47794,376.20154,1424.4427,504.89038,465.9867,1458.3596
182.93307,-1714.9058,1037.8247,172.28812,-1893.2224,1052.0283,221.56447,-1737.1077,1040.0062,101.62083,-1728.2064,1040.4022,514.8674,530.6516,1424.4817,432.1543,473.4285,1419.6431,582.1306,467.70038,1428.7117,508.9799,380.85983,1424.9569,510.14362,470.65085,1458.8589
183.6772,-1715.1006,1038.0461,173.01962,-1893.3977,1052.3162,222.29584,-1737.2792,1040.2644,102.34997,-1728.3895,1040.5653,520.3366,535.29407,1425.0194,437.65265,478.07944,1419.5446,587.56195,472.32648,1429.8002,514.4003,385.51498,1425.4861,515.31665,475.31277,1459.3721
184.42712,-1715.3069,1038.2717,173.75446,-1893.5856,1052.6107,223.03195,-1737.4636,1040.528,103.08387,-1728.5848,1040.731,525.7192,539.9333,1425.5708,443.06702,482.72717,1419.4652,592.9052,476.94968,1430.8956,519.7337,390.16724,1426.0297,520.4057,479.9727,1459.8987
185.1818,-1715.5243,1038.5011,174.4916,-1893.7856,1052.9116,223.7718,-1737.6606,1040.7963,103.82155,-1728.7917,1040.8989,531.0095,544.5696,1426.135,448.39145,487.37204,1419.408,598.1549,481.57028,1431.994,524.97455,394.81693,1426.5869,525.4069,484.63077,1460.438
185.94008,-1715.7522,1038.734,175.23006,-1893.9973,1053.2181,224.51437,-1737.8699,1041.069,104.56199,-1729.0099,1041.0693,536.2022,549.20337,1426.711,453.62012,492.01437,1419.3759,603.3058,486.1887,1433.0917,530.1175,399.4644,1427.1572,530.3167,489.28723,1460.9895
186.70084,-1715.9904,1038.9701,175.9688,-1894.2202,1053.5299,225.2586,-1738.0908,1041.3457,105.30415,-1729.2388,1041.242,541.2919,553.83496,1427.2982,458.74725,496.6545,1419.3718,608.35266,490.80527,1434.1847,535.1575,404.10992,1427.74,535.1316,493.9422,1461.5525
187.46286,-1716.2382,1039.2091,176.70676,-1894.454,1053.8464,226.00342,-1738.323,1041.6261,106.04695,-1729.4781,1041.417,546.27356,558.46466,1427.8954,463.76727,501.2929,1419.3988,613.2907,495.42038,1435.2697,540.08966,408.75388,1428.3346,539.8483,498.5959,1462.1263
188.22495,-1716.4954,1039.4507,177.44286,-1894.698,1054.1671,226.74767,-1738.5659,1041.9097,106.78929,-1729.7272,1041.5942,551.1425,563.09296,1428.5021,468.67487,505.92993,1419.4598,618.11536,500.03442,1436.3431,544.9094,413.39664,1428.9401,544.46387,503.24838,1462.7104
188.98582,-1716.7615,1039.6946,178.17601,-1894.9518,1054.4915,227.49023,-1738.819,1042.1958,107.530045,-1729.9856,1041.7738,555.89417,567.7202,1429.1172,473.4649,510.56607,1419.5579,622.8224,504.6479,1437.4016,549.6126,418.0385,1429.5557,548.9754,507.89987,1463.3043
189.74423,-1717.0359,1039.9406,178.90514,-1895.215,1054.819,228.22997,-1739.0819,1042.4844,108.26808,-1730.2529,1041.9556,560.5245,572.34674,1429.7401,478.13266,515.2018,1419.6958,627.40796,509.2612,1438.4418,554.1952,422.67987,1430.1804,553.38055,512.5504,1463.9072
190.49887,-1717.3182,1040.1882,179.62914,-1895.4869,1055.1492,228.96571,-1739.354,1042.7748,109.002235,-1730.5286,1042.1398,565.02954,576.9729,1430.3701,482.67368,519.83746,1419.8766,631.8686,513.8749,1439.4602,558.65375,427.32095,1430.8136,557.6772,517.20013,1464.5187
191.24846,-1717.6082,1040.4375,180.34694,-1895.7672,1055.4814,229.6963,-1739.6348,1043.0667,109.73138,-1730.8119,1042.3262,569.40607,581.5992,1431.0062,487.08392,524.4737,1420.1029,636.2014,518.4893,1440.4534,562.9851,431.96213,1431.4539,561.86346,521.84906,1465.1378
191.9917,-1717.905,1040.688,181.05743,-1896.0552,1055.8154,230.42061,-1739.9237,1043.3596,110.454346,-1731.1027,1042.5148,573.6511,586.22577,1431.6478,491.35986,529.1108,1420.3774,640.4038,523.1051,1441.4178,567.18665,436.6036,1432.1003,565.938,526.4974,1465.7642
192.72731,-1718.2084,1040.9393,181.75957,-1896.3503,1056.1508,231.13747,-1740.2202,1043.6532,111.17,-1731.4001,1042.7059,577.7621,590.85315,1432.2942,495.49835,533.7492,1420.7026,644.4739,527.7226,1442.35,571.2561,441.24564,1432.7517,569.8997,531.145,1466.3969
193.45401,-1718.5177,1041.1915,182.45232,-1896.6523,1056.4868,231.84573,-1740.5239,1043.9471,111.87722,-1731.7039,1042.8993,581.73706,595.4815,1432.9442,499.49683,538.38934,1421.0809,648.4101,532.3422,1443.2463,575.1918,445.88834,1433.4067,573.74805,535.792,1467.0353
194.17056,-1718.8326,1041.4443,183.13461,-1896.9604,1056.8234,232.54431,-1740.834,1044.2408,112.57489,-1732.0133,1043.095,585.57446,600.1112,1433.5974,503.35324,543.0315,1421.5143,652.21155,536.9643,1444.103,578.9924,450.53186,1434.0643,577.48267,540.4384,1467.6786
194.87578,-1719.1527,1041.6974,183.80551,-1897.2742,1057.1598,233.2321,-1741.1501,1044.5342,113.26193,-1732.3279,1043.2932,589.2732,604.74243,1434.2526,507.06613,547.6759,1422.0045,655.87775,541.5891,1444.9166,582.65735,455.17627,1434.723,581.1037,545.0842,1468.326
195.56844,-1719.4774,1041.9506,184.464,-1897.593,1057.496,233.90807,-1741.4717,1044.8268,113.93729,-1732.6472,1043.4937,592.83276,609.3754,1434.9089,510.6346,552.32275,1422.553,659.4088,546.2169,1445.6833,586.1863,459.82153,1435.3815,584.61163,549.7295,1468.9766
196.24744,-1719.8063,1042.2037,185.1092,-1897.9164,1057.8313,234.57117,-1741.798,1045.1182,114.59993,-1732.9708,1043.6965,596.2531,614.01025,1435.5654,514.0584,556.9721,1423.1608,662.80536,550.84796,1446.3998,589.5796,464.46762,1436.0385,588.0072,554.3741,1469.6293
196.91167,-1720.1389,1042.4567,185.7402,-1898.2439,1058.1655,235.22041,-1742.1288,1045.4082,115.24887,-1733.2981,1043.9019,599.5347,618.6472,1436.221,517.33777,561.6241,1423.8282,666.0684,555.48224,1447.0627,592.83795,469.11444,1436.6927,591.29144,559.0181,1470.2832
197.5601,-1720.4747,1042.7091,186.35617,-1898.5748,1058.4984,235.85489,-1742.4634,1045.6965,115.88318,-1733.6285,1044.1094,602.6785,623.2862,1436.8746,520.47363,566.2787,1424.5554,669.1994,560.11993,1447.6693,595.9625,473.76187,1437.3431,594.46576,563.6615,1470.9374
198.19177,-1720.8135,1042.9609,186.9563,-1898.9089,1058.8295,236.47366,-1742.8011,1045.9829,116.501945,-1733.9617,1044.3193,605.6859,627.9274,1437.5253,523.4674,570.9357,1425.3417,672.2003,564.761,1448.217,598.955,478.4097,1437.9885,597.5316,568.3044,1471.5907
198.80577,-1721.1544,1043.2122,187.53986,-1899.2455,1059.1587,237.07591,-1743.1417,1046.2671,117.10432,-1734.2971,1044.5316,608.5588,632.57086,1438.1716,526.32104,575.5952,1426.1855,675.07324,569.40546,1448.7042,601.81744,483.05783,1438.6278,600.49066,572.94666,1472.2421
199.40123,-1721.4973,1043.4624,188.10614,-1899.5841,1059.4855,237.66084,-1743.4844,1046.5487,117.68951,-1734.6343,1044.7461,611.2993,637.2165,1438.8127,529.0371,580.2569,1427.0853,677.8207,574.0532,1449.1295,604.5521,487.70602,1439.2603,603.34454,577.58844,1472.8906
199.97737,-1721.8414,1043.7117,188.65451,-1899.9242,1059.8099,238.22769,-1743.8289,1046.8278,118.25675,-1734.9728,1044.9628,613.91016,641.8643,1439.4474,531.6186,584.9205,1428.0378,680.44543,578.70416,1449.4927,607.16174,492.3542,1439.885,606.0951,582.22986,1473.535
200.53346,-1722.1865,1043.9597,189.18439,-1900.2654,1060.1316,238.77579,-1744.1746,1047.1039,118.805374,-1735.3121,1045.1815,616.39435,646.51434,1440.0745,534.0688,589.5858,1429.0399,682.9503,583.35815,1449.7943,609.64923,497.00214,1440.5015,608.74396,586.871,1474.1746
201.06888,-1722.5321,1044.2067,189.69524,-1900.6072,1060.4502,239.30449,-1744.5209,1047.377,119.33473,-1735.6519,1045.4022,618.75507,651.1664,1440.693,536.39154,594.2525,1430.0869,685.3384,588.01495,1450.036,612.01764,501.64984,1441.1093,611.2929,591.51196,1474.808
201.58302,-1722.8774,1044.4521,190.18658,-1900.949,1060.7657,239.81323,-1744.8674,1047.6467,119.844246,-1735.9917,1045.6249,620.99585,655.8205,1441.3021,538.59094,598.9202,1431.1742,687.61273,592.6744,1450.2205,614.27045,506.29724,1441.708,613.74347,596.153,1475.4347
202.0754,-1723.2223,1044.696,190.658,-1901.2905,1061.0778,240.3015,-1745.2137,1047.913,120.3334,-1736.331,1045.8492,623.1204,660.4765,1441.901,540.67145,603.5888,1432.2958,689.7767,597.3362,1450.3512,616.41095,510.94427,1442.2976,616.09717,600.7942,1476.0537
202.54553,-1723.566,1044.9384,191.10915,-1901.6313,1061.3864,240.76884,-1745.5593,1048.1757,120.80173,-1736.6696,1046.0753,625.1327,665.1344,1442.4893,542.6377,608.25775,1433.4456,691.8334,602.0002,1450.4331,618.4427,515.59106,1442.8783,618.35516,605.43585,1476.6644
202.99307,-1723.9083,1045.179,191.5397,-1901.9708,1061.691,241.21487,-1745.9037,1048.4344,121.24883,-1737.0068,1046.3029,627.0368,669.794,1443.0662,544.4943,612.92694,1434.6167,693.78613,606.6661,1450.4718,620.36945,520.2376,1443.4501,620.5188,610.078,1477.2665
203.4177,-1724.2485,1045.4176,191.94943,-1902.3087,1061.992,241.63924,-1746.2465,1048.6892,121.67437,-1737.3425,1046.5317,628.83685,674.4552,1443.6317,546.2464,617.596,1435.802,695.6383,611.3336,1450.4741,622.19476,524.88403,1444.0133,622.5892,614.721,1477.8595
203.81915,-1724.5864,1045.6542,192.33813,-1902.6445,1062.2886,242.04169,-1746.5872,1048.9398,122.07805,-1737.6761,1046.7617,630.5372,679.1179,1444.1859,547.89874,622.26483,1436.9941,697.3932,616.0024,1450.4475,623.92236,529.5305,1444.5687,624.56714,619.3649,1478.4434
204.19727,-1724.9213,1045.8885,192.70569,-1902.9779,1062.5808,242.422,-1746.9254,1049.186,122.45966,-1738.0074,1046.9926,632.1421,683.782,1444.7288,549.4563,626.9332,1438.1855,699.0541,620.6722,1450.4003,625.5561,534.1771,1445.117,626.4537,624.0101,1479.0181
204.55191,-1725.2529,1046.1205,193.052,-1903.3085,1062.8687,242.78001,-1747.2607,1049.4276,122.81903,-1738.336,1047.2241,633.656,688.44727,1445.2609,550.924,631.6011,1439.3687,700.62427,625.34265,1450.341,627.09955,538.8241,1445.6587,628.2497,628.6565,1479.5837
204.88303,-1725.5807,1046.35,193.37708,-1903.6357,1063.1517,243.11566,-1747.5929,1049.6646,123.15606,-1738.6615,1047.4562,635.0832,693.1136,1445.783,552.3067,636.26843,1440.5364,702.1072,630.0135,1450.2789,628.55664,543.47156,1446.195,629.9561,633.3043,1480.1411
205.1906,-1725.9043,1046.5767,193.68091,-1903.9595,1063.4299,243.42888,-1747.9213,1049.8966,123.47069,-1738.9836,1047.6885,636.4281,697.78076,1446.2959,553.609,640.9352,1441.6815,703.50616,634.68445,1450.2233,629.93097,548.1197,1446.7266,631.5738,637.95374,1480.6906
205.4747,-1726.2234,1046.8004,193.96362,-1904.2792,1063.703,243.7197,-1748.2457,1050.1235,123.76294,-1739.302,1047.9208,637.69495,702.44867,1446.8007,554.83563,645.6015,1442.798,704.8245,639.3551,1450.1831,631.22626,552.76855,1447.2545,633.10394,642.6048,1481.2329
205.73544,-1726.5374,1047.021,194.22533,-1904.5946,1063.9707,243.98822,-1748.5658,1050.3451,124.03288,-1739.6163,1048.1527,638.8881,707.1171,1447.2985,555.991,650.26733,1443.8799,706.0657,644.0253,1450.1674,632.4462,557.4184,1447.7802,634.5477,647.2575,1481.7692
