DronV2:Dron1_X,DronV2:Dron1_Y,DronV2:Dron1_Z,DronV2:Dron4_X,DronV2:Dron4_Y,DronV2:Dron4_Z,DronV2:Dron2_X,DronV2:Dron2_Y,DronV2:Dron2_Z,DronV2:Dron3_X,DronV2:Dron3_Y,DronV2:Dron3_Z,Dron1:dron11_X,Dron1:dron11_Y,Dron1:dron11_Z,Dron1:dron12_X,Dron1:dron12_Y,Dron1:dron12_Z,Dron1:dron13_X,Dron1:dron13_Y,Dron1:dron13_Z,Dron1:dron14_X,Dron1:dron14_Y,Dron1:dron14_Z,Dron1:dron15_X,Dron1:dron15_Y,Dron1:dron15_Z
167.2907,-1710.9949,1010.8619,156.55313,-1889.251,1025.2516,205.95604,-1733.2126,1012.9255,85.97733,-1724.0548,1014.35974,580.0001,797.19855,1113.5428,498.12985,741.3699,1094.3136,644.0341,733.3479,1130.5292,570.9123,647.9701,1114.173,567.56525,737.9428,1146.9338
167.09735,-1710.9835,1011.0244,156.37735,-1889.2441,1025.4056,205.77089,-1733.2051,1013.07117,85.78975,-1724.0503,1014.5238,579.8663,796.81793,1113.0138,498.00232,740.9505,1093.8682,643.9488,732.9976,1129.9491,570.8614,647.5802,1113.6592,567.4981,737.5579,1146.424
166.90752,-1710.9755,1011.1892,156.20532,-1889.2396,1025.5621,205.58908,-1733.1993,1013.21893,85.605606,-1724.0485,1014.6899,579.48627,796.4545,1112.462,497.6277,740.5514,1093.3965,643.6153,732.66205,1129.3478,570.55896,647.20734,1113.1222,567.1818,737.1901,1145.891
166.7215,-1710.9708,1011.35614,156.03719,-1889.2373,1025.7208,205.41084,-1733.1956,1013.3686,85.42515,-1724.0493,1014.8577,578.8616,796.1085,1111.8889,497.0074,740.1726,1092.9001,643.035,732.3414,1128.7258,570.00616,646.8518,1112.5635,566.6178,736.83966,1145.336
166.53954,-1710.9697,1011.5248,155.87314,-1889.2374,1025.8818,205.23639,-1733.1936,1013.5199,85.2486,-1724.0527,1015.0271,577.9937,795.77997,1111.2953,496.14294,739.81396,1092.3805,642.20917,732.03577,1128.0841,569.20435,646.514,1111.9846,565.80756,736.5068,1144.7605
166.36195,-1710.9719,1011.6949,155.71333,-1889.2397,1026.0446,205.06593,-1733.1935,1013.6727,85.07617,-1724.0587,1015.19763,576.88403,795.4692,1110.6824,495.03577,739.47546,1091.839,641.13904,731.7455,1127.4236,568.1547,646.19403,1111.3873,564.75256,736.1916,1144.1655
166.18898,-1710.9775,1011.8661,155.55789,-1889.2443,1026.209,204.89967,-1733.1952,1013.82684,84.908104,-1724.0673,1015.369,575.534,795.1763,1110.0515,493.6873,739.15704,1091.2776,639.826,731.47064,1126.7451,566.8585,645.89233,1110.773,563.4543,735.8944,1143.5526
166.02087,-1710.9866,1012.0381,155.40697,-1889.251,1026.3749,204.73781,-1733.1987,1013.982,84.74459,-1724.0782,1015.54095,573.94495,794.90137,1109.4038,492.09885,738.85864,1090.6979,638.27124,731.21155,1126.0497,565.3171,645.60913,1110.1434,561.91406,735.6154,1142.9231
165.85788,-1710.9988,1012.21045,155.26068,-1889.2599,1026.542,204.5805,-1733.204,1014.13794,84.58582,-1724.0917,1015.71313,572.11804,794.6447,1108.7408,490.27164,738.58026,1090.1014,636.476,730.96826,1125.3385,563.5316,645.34467,1109.5002,560.13336,735.3548,1142.2786
165.70021,-1711.0144,1012.38293,155.11914,-1889.2709,1026.7098,204.42793,-1733.211,1014.2944,84.432,-1724.1074,1015.88513,570.0546,794.40643,1108.0637,488.20694,738.32184,1089.4902,634.4416,730.741,1124.6129,561.50336,645.0991,1108.8452,558.1134,735.1128,1141.6205
165.54808,-1711.0331,1012.5551,154.98247,-1889.284,1026.8784,204.28027,-1733.2197,1014.4511,84.28327,-1724.1255,1016.0567,567.7558,794.18665,1107.3739,485.9058,738.0835,1088.8658,632.16907,730.5301,1123.874,559.2336,644.8727,1108.1798,555.85547,734.8896,1140.9503
165.40167,-1711.0549,1012.7267,154.85071,-1889.2992,1027.0474,204.13765,-1733.2302,1014.6078,84.13981,-1724.1458,1016.2274,565.22266,793.98566,1106.673,483.3693,737.86523,1088.2299,629.6596,730.3355,1123.1233,556.7234,644.6654,1107.5059,553.36053,734.68536,1140.2697
165.26114,-1711.08,1012.8972,154.72397,-1889.3164,1027.2163,204.00021,-1733.2423,1014.7642,84.00174,-1724.1681,1016.3969,562.4562,793.80347,1105.9624,480.59833,737.6672,1087.5841,626.9142,730.15753,1122.3624,553.97406,644.47736,1106.8248,550.6297,734.5003,1139.58
165.12665,-1711.1079,1013.0664,154.6023,-1889.3354,1027.3851,203.86806,-1733.2561,1014.9201,83.869194,-1724.1926,1016.5648,559.4572,793.64026,1105.2437,477.59384,737.4893,1086.9298,623.9338,729.9963,1121.5929,550.98663,644.3086,1106.1384,547.6638,734.3346,1138.8826
164.99829,-1711.1387,1013.2339,154.48573,-1889.3566,1027.5533,203.74129,-1733.2714,1015.07513,83.74226,-1724.219,1016.7309,556.22675,793.49615,1104.5182,474.3566,737.33185,1086.2686,620.71936,729.85187,1120.8167,547.7622,644.15906,1105.4481,544.4636,734.18835,1138.1792
164.8762,-1711.1724,1013.39923,154.3743,-1889.3794,1027.7207,203.61998,-1733.2883,1015.22906,83.62105,-1724.2473,1016.89465,552.7654,793.3712,1103.7876,470.88733,737.1948,1085.6013,617.2716,729.7245,1120.0354,544.30176,644.0286,1104.7554,541.02985,734.06177,1137.471
164.76042,-1711.2087,1013.56213,154.268,-1889.4042,1027.8871,203.50423,-1733.3068,1015.38153,83.5056,-1724.2775,1017.05585,549.07385,793.2657,1103.0532,467.1868,737.0784,1084.9294,613.5913,729.6142,1119.2511,540.60614,643.91724,1104.0616,537.363,733.95496,1136.7595
164.65103,-1711.2477,1013.7222,154.16685,-1889.4305,1028.0519,203.39406,-1733.3268,1015.5323,83.395966,-1724.3093,1017.21405,545.15265,793.1795,1102.3168,463.25552,736.9827,1084.2538,609.679,729.52124,1118.4657,536.6762,643.8248,1103.3679,533.46344,733.86804,1136.0459
164.54805,-1711.2893,1013.87915,154.07085,-1889.4586,1028.2151,203.2895,-1733.3481,1015.6811,83.29217,-1724.3428,1017.3691,541.0023,793.1128,1101.5793,459.09418,736.9079,1083.575,605.5353,729.4456,1117.6813,532.5127,643.7513,1102.6757,529.3314,733.80115,1135.3314
164.45149,-1711.3334,1014.03253,153.97992,-1889.4883,1028.3762,203.19057,-1733.3711,1015.82764,83.19422,-1724.3778,1017.52045,536.62317,793.0657,1100.8424,454.70322,736.854,1082.8938,601.1605,729.3875,1116.8999,528.1163,643.6964,1101.9857,524.96716,733.75433,1134.6172
164.36133,-1711.3798,1014.18207,153.89403,-1889.5195,1028.535,203.09726,-1733.3953,1015.9717,83.102104,-1724.4142,1017.66797,532.0156,793.0381,1100.1073,450.0831,736.8213,1082.2106,596.555,729.3471,1116.1237,523.4874,643.6603,1101.2992,520.3707,733.7277,1133.9043
164.2775,-1711.4285,1014.3274,153.81314,-1889.5521,1028.6913,203.00955,-1733.4209,1016.1129,83.01578,-1724.4519,1017.81134,527.1799,793.0301,1099.3751,445.2342,736.8099,1081.5258,591.719,729.32446,1115.3544,518.62665,643.6427,1100.6166,515.54205,733.7214,1133.1937
164.19997,-1711.4792,1014.46826,153.73714,-1889.5862,1028.8446,202.92738,-1733.4478,1016.2511,82.935196,-1724.4907,1017.95026,522.1161,793.0417,1098.6469,440.1568,736.82,1080.8395,586.6527,729.3197,1114.5941,513.53436,643.64374,1099.9387,510.4811,733.7353,1132.4862
164.12863,-1711.5321,1014.6043,153.66595,-1889.6215,1028.9948,202.85071,-1733.476,1016.386,82.86027,-1724.5308,1018.08453,516.8244,793.07294,1097.9236,434.85114,736.85187,1080.152,581.35626,729.333,1113.8446,508.21082,643.6634,1099.266,505.18777,733.76953,1131.7825
164.06339,-1711.5868,1014.73535,153.59949,-1889.658,1029.1415,202.77945,-1733.5052,1016.5174,82.79092,-1724.5718,1018.2139,511.305,793.1237,1097.2062,429.31735,736.9057,1079.463,575.8297,729.3645,1113.1075,502.65622,643.7017,1098.5985,499.6619,733.82416,1131.0833
164.00407,-1711.6433,1014.8611,153.53763,-1889.6956,1029.2844,202.71347,-1733.5358,1016.6451,82.72701,-1724.6136,1018.3382,505.5578,793.1941,1096.4951,423.55554,736.98175,1078.7728,570.0731,729.4143,1112.3843,496.87076,643.7588,1097.9365,493.9033,733.8992,1130.3889
163.95056,-1711.7014,1014.9813,153.48022,-1889.7341,1029.4236,202.6527,-1733.5674,1016.7688,82.66844,-1724.6564,1018.4572,499.58295,793.284,1095.7911,417.56573,737.0803,1078.0812,564.0866,729.48254,1111.6759,490.85458,643.83484,1097.2799,487.91187,733.99457,1129.6998
163.90266,-1711.7609,1015.09595,153.42715,-1889.7736,1029.5585,202.59697,-1733.5999,1016.88837,82.61506,-1724.6997,1018.5708,493.38037,793.39343,1095.0946,411.3479,737.2016,1077.388,557.87024,729.5692,1110.9834,484.60782,643.93005,1096.6284,481.68756,734.1103,1129.0164
163.86017,-1711.8217,1015.2047,153.37827,-1889.814,1029.6891,202.54614,-1733.6334,1017.00366,82.56668,-1724.7437,1018.67883,486.95013,793.5223,1094.4058,404.90198,737.3458,1076.693,551.42413,729.67444,1110.3074,478.1305,644.0447,1095.9816,475.23032,734.2463,1128.3384
163.82286,-1711.8835,1015.3075,153.33342,-1889.855,1029.8151,202.50006,-1733.6678,1017.1145,82.523155,-1724.7881,1018.7812,480.2922,793.67053,1093.7246,398.22787,737.5133,1075.9963,544.7485,729.7983,1109.648,471.42273,644.1789,1095.3386,468.54028,734.40247,1127.6659
163.79053,-1711.9462,1015.4043,153.29242,-1889.8967,1029.9363,202.45853,-1733.703,1017.2207,82.48428,-1724.833,1018.87787,473.40665,793.8382,1093.0511,391.3255,737.70416,1075.298,537.84344,729.9408,1109.005,464.48465,644.333,1094.699,461.61768,734.5788,1126.9987
163.76291,-1712.0095,1015.495,153.25513,-1889.939,1030.0526,202.42137,-1733.739,1017.32227,82.44985,-1724.878,1018.96875,466.29358,794.0252,1092.3851,384.19482,737.9186,1074.5977,530.7093,730.10187,1108.3779,457.31638,644.5073,1094.0615,454.46283,734.775,1126.3364
163.73976,-1712.0734,1015.5796,153.22134,-1889.9816,1030.1641,202.38837,-1733.7755,1017.41895,82.41967,-1724.9233,1019.05383,458.9531,794.2315,1091.7262,376.83572,738.1567,1073.8959,523.3464,730.28156,1107.7659,449.91818,644.702,1093.4252,447.07635,734.9911,1125.6787
163.7208,-1712.1376,1015.6581,153.1909,-1890.0245,1030.2703,202.35933,-1733.8127,1017.51074,82.39351,-1724.9688,1019.1331,451.3855,794.4571,1091.0739,369.24826,738.4186,1073.1925,515.7552,730.47986,1107.1674,442.2903,644.9174,1092.7887,439.45905,735.2267,1125.0248
163.70573,-1712.2017,1015.73047,153.16362,-1890.0677,1030.3712,202.33401,-1733.8503,1017.5976,82.37113,-1725.014,1019.2067,443.59106,794.70197,1090.4274,361.4325,738.70435,1072.4882,507.93628,730.69666,1106.5806,434.43317,645.15356,1092.1508,431.61188,735.4817,1124.3739
163.6943,-1712.2656,1015.7969,153.13931,-1890.1111,1030.467,202.3122,-1733.8883,1017.67944,82.35232,-1725.0593,1019.27466,435.5703,794.96606,1089.7858,353.3887,739.01385,1071.7832,499.89035,730.9319,1106.0032,426.34732,645.41077,1091.5099,423.5362,735.75574,1123.7252
163.6862,-1712.3293,1015.8574,153.1178,-1890.1545,1030.5574,202.29366,-1733.9268,1017.7563,82.33682,-1725.1044,1019.337,427.32385,795.24945,1089.1483,345.11716,739.34705,1071.0784,491.61826,731.1855,1105.4326,418.03342,645.68896,1090.8646,415.23355,736.0486,1123.0778
163.68115,-1712.3923,1015.9122,153.09886,-1890.1979,1030.6426,202.27817,-1733.9653,1017.8282,82.3244,-1725.1492,1019.39386,418.85245,795.55206,1088.5137,336.61838,739.70374,1070.3748,483.12103,731.4574,1104.8655,409.49243,645.98834,1090.2134,406.7059,736.3599,1122.4305
163.67885,-1712.4547,1015.9613,153.08237,-1890.2412,1030.7223,202.26547,-1734.004,1017.8951,82.31482,-1725.1937,1019.44543,410.15717,795.8738,1087.8807,327.89316,740.0837,1069.6732,474.40002,731.74744,1104.2982,400.7254,646.3088,1089.5546,397.95547,736.6894,1121.7822
163.67902,-1712.5161,1016.005,153.0681,-1890.2842,1030.7969,202.25536,-1734.0427,1017.9571,82.30784,-1725.2377,1019.4919,401.23917,796.2146,1087.248,318.94238,740.48663,1068.9753,465.45673,732.0554,1103.7266,391.73373,646.65027,1088.8866,388.9849,737.0366,1121.1318
163.68135,-1712.5763,1016.0435,153.05591,-1890.3269,1030.8662,202.24759,-1734.0815,1018.0143,82.303215,-1725.2811,1019.5334,392.1,796.5744,1086.6141,309.76727,740.91205,1068.2828,456.2929,732.3813,1103.1462,382.51904,647.0126,1088.2081,379.7972,737.40125,1120.478
163.68558,-1712.6353,1016.077,153.04561,-1890.3691,1030.9303,202.24194,-1734.1201,1018.0667,82.30072,-1725.3241,1019.5702,382.74142,796.9531,1085.9774,300.36935,741.35956,1067.5977,446.9107,732.7248,1102.5521,373.08325,647.39557,1087.5177,370.3958,737.7829,1119.8196
163.69142,-1712.6926,1016.1059,153.03705,-1890.411,1030.9895,202.2382,-1734.1586,1018.1146,82.30013,-1725.3663,1019.60254,373.1655,797.3506,1085.3365,290.75046,741.82855,1066.9221,437.31253,733.0858,1101.9391,363.42862,647.799,1086.814,360.7845,738.1812,1119.1555
163.69862,-1712.7484,1016.13025,153.03006,-1890.4521,1031.0438,202.23616,-1734.1968,1018.1581,82.301216,-1725.4078,1019.63074,363.37466,797.7666,1084.6897,280.9127,742.31854,1066.2589,427.50113,733.4642,1101.3018,353.55777,648.2225,1086.096,350.96747,738.5957,1118.4845
163.70692,-1712.8024,1016.15045,153.02452,-1890.4928,1031.0934,202.23563,-1734.2345,1018.19727,82.30378,-1725.4486,1019.65497,353.3717,798.20105,1084.0356,270.85858,742.8288,1065.6107,417.47968,733.85974,1100.6343,343.4737,648.6656,1085.3625,340.94934,739.02606,1117.8057
163.7161,-1712.8542,1016.1669,153.0203,-1890.5327,1031.1385,202.23639,-1734.272,1018.23236,82.30761,-1725.4884,1019.67566,343.15976,798.6537,1083.3728,260.59106,743.3587,1064.9808,407.25168,734.27234,1099.931,333.17984,649.12805,1084.613,330.73517,739.4719,1117.1182
163.72589,-1712.904,1016.1798,153.01723,-1890.5719,1031.1792,202.23831,-1734.3088,1018.2637,82.31252,-1725.5273,1019.693,332.74228,799.1243,1082.6997,250.11339,743.9076,1064.3728,396.82104,734.7018,1099.1862,322.68,649.60925,1083.847,320.33035,739.93286,1116.4211
163.73611,-1712.9515,1016.1896,153.01524,-1890.6102,1031.2158,202.24121,-1734.3451,1018.29126,82.31835,-1725.5653,1019.70746,322.12326,799.6126,1082.0154,239.42934,744.47473,1063.79,386.19217,735.148,1098.394,311.9784,650.10876,1083.0645,309.74063,740.4086,1115.7141
163.74657,-1712.9967,1016.19653,153.01424,-1890.6477,1031.2485,202.24495,-1734.3807,1018.31555,82.32492,-1725.6023,1019.71924,311.30698,800.11835,1081.3187,228.54308,745.05945,1063.2365,375.36975,735.6109,1097.5493,301.0797,650.6261,1082.2653,298.97214,740.89886,1114.9966
163.75708,-1713.0393,1016.2011,153.01411,-1890.6841,1031.2776,202.24939,-1734.4156,1018.33673,82.3321,-1725.6382,1019.7288,300.2981,800.64124,1080.609,217.45924,745.6609,1062.7161,364.35892,736.0903,1096.6469,289.98898,651.1606,1081.4501,288.0313,741.4033,1114.2688
163.7675,-1713.0793,1016.2036,153.0148,-1890.7196,1031.3032,202.25444,-1734.4498,1018.3551,82.339745,-1725.6729,1019.73645,289.1018,801.1809,1079.8857,206.18288,746.27844,1062.2325,353.16516,736.58606,1095.6823,278.71167,651.71173,1080.6196,276.92474,741.92175,1113.5305
163.77771,-1713.1166,1016.2044,153.01625,-1890.754,1031.3258,202.26,-1734.4833,1018.371,82.34776,-1725.7064,1019.7426,277.72354,801.73706,1079.1486,194.71953,746.91125,1061.7898,341.7943,737.0982,1094.6517,267.25366,652.27905,1079.7754,265.6594,742.45404,1112.7822
163.78758,-1713.151,1016.204,153.01842,-1890.7874,1031.3456,202.26598,-1734.5157,1018.3846,82.35605,-1725.7389,1019.74756,266.1692,802.3093,1078.3976,183.07513,747.5588,1061.3916,330.25253,737.6266,1093.5521,255.62111,652.8619,1078.9188,254.24219,742.99994,1112.0248
163.79706,-1713.1827,1016.2026,153.02127,-1890.8196,1031.3629,202.27234,-1734.5472,1018.3963,82.36453,-1725.77,1019.7517,254.44495,802.8974,1077.6332,171.25609,748.22015,1061.041,318.54614,738.17114,1092.3815,243.82057,653.4597,1078.0521,242.68027,743.5594,1111.259
163.80608,-1713.2114,1016.20074,153.02481,-1890.8507,1031.378,202.27904,-1734.5779,1018.4065,82.37316,-1725.7999,1019.7554,242.55736,803.5009,1076.8562,159.26918,748.89496,1060.7412,306.6818,738.73175,1091.1388,231.85892,654.07214,1077.1774,230.98071,744.1324,1110.4861
163.8146,-1713.2372,1016.1987,153.02902,-1890.8805,1031.3912,202.28604,-1734.6074,1018.4154,82.381905,-1725.8286,1019.75903,230.51321,804.11957,1076.0676,147.12161,749.58246,1060.4945,294.66623,739.30835,1089.8245,219.74324,654.6987,1076.2976,219.15059,744.7189,1109.7076
163.82265,-1713.26,1016.19696,153.03392,-1890.9092,1031.4028,202.29335,-1734.636,1018.42346,82.39073,-1725.856,1019.7629,218.31961,804.7531,1075.2689,134.82094,750.2821,1060.3026,282.5063,739.9008,1088.4401,207.48091,655.3389,1075.4158,207.19681,745.31885,1108.9253
163.8302,-1713.2799,1016.1958,153.03955,-1890.9366,1031.4132,202.301,-1734.6635,1018.43097,82.399666,-1725.882,1019.76733,205.98383,805.4011,1074.4617,122.375046,750.9935,1060.1665,270.2089,740.5091,1086.9886,195.07945,655.9925,1074.5352,195.12611,745.93256,1108.1411
163.83734,-1713.2968,1016.1956,153.04596,-1890.9628,1031.4227,202.309,-1734.6898,1018.43823,82.40872,-1725.9067,1019.7727,193.51337,806.0634,1073.648,109.79209,751.7162,1060.0865,257.7811,741.13293,1085.4747,182.54659,656.6591,1073.6593,182.94505,746.56,1107.3573
163.84412,-1713.3108,1016.19684,153.0532,-1890.9875,1031.4315,202.31744,-1734.715,1018.4456,82.417946,-1725.9302,1019.7793,180.91588,806.7397,1072.8303,97.08049,752.44977,1060.062,245.22983,741.77234,1083.9043,169.89009,657.33856,1072.7919,170.65987,747.2014,1106.5762
163.85062,-1713.3219,1016.1997,153.06136,-1891.0112,1031.4402,202.32635,-1734.7391,1018.4535,82.42741,-1725.9524,1019.7874,168.1991,807.42975,1072.011,84.248856,753.194,1060.0912,232.56212,742.4271,1082.2849,157.11786,658.03064,1071.9369,158.27647,747.857,1105.8003
163.85698,-1713.3302,1016.20465,153.0705,-1891.0334,1031.4487,202.33583,-1734.762,1018.46216,82.43717,-1725.9733,1019.79736,155.37088,808.13336,1071.1931,71.30593,753.94855,1060.1718,219.78497,743.09705,1080.6254,144.23781,658.7352,1071.098,145.8005,748.52704,1105.0325
163.86333,-1713.3356,1016.2119,153.08072,-1891.0546,1031.4578,202.346,-1734.7837,1018.47186,82.44735,-1725.9929,1019.8093,142.43915,808.8504,1070.3795,58.26055,754.7133,1060.3004,206.90541,743.78204,1078.9358,131.2579,659.4522,1070.279,133.23727,749.2118,1104.2753
163.86981,-1713.3384,1016.22186,153.09213,-1891.0743,1031.4673,202.35693,-1734.8043,1018.4831,82.45805,-1726.0112,1019.82355,129.41187,809.5807,1069.5734,45.1216,755.48816,1060.4729,193.93045,744.4818,1077.2274,118.18606,660.1815,1069.4839,120.59175,749.9115,1103.5317
163.87662,-1713.3386,1016.2348,153.10486,-1891.0928,1031.4779,202.36877,-1734.8236,1018.496,82.469406,-1726.0284,1019.84033,116.297,810.32404,1068.778,31.897938,756.273,1060.6842,180.86717,745.19635,1075.5123,105.03018,660.9233,1068.7161,107.86867,750.62646,1102.8043
163.88393,-1713.3363,1016.251,153.119,-1891.1101,1031.4896,202.38167,-1734.8419,1018.51086,82.48155,-1726.0444,1019.8598,103.10249,811.0804,1067.9963,18.598383,757.0678,1060.929,167.72267,745.92535,1073.8033,91.79815,661.67737,1067.9786,95.07249,751.3569,1102.0961
163.89194,-1713.3317,1016.2706,153.1347,-1891.1261,1031.503,202.39575,-1734.859,1018.5281,82.494644,-1726.0592,1019.88214,89.836296,811.8496,1067.2319,5.2316647,757.87256,1061.201,154.50418,746.66876,1072.1134,78.4978,662.4439,1067.2749,82.20751,752.103,1101.4095
163.90086,-1713.3247,1016.294,153.15208,-1891.141,1031.5181,202.41118,-1734.8749,1018.54785,82.50884,-1726.073,1019.9075,76.50631,812.63165,1066.4875,-8.193608,758.6873,1061.4939,141.21893,747.42645,1070.4558,65.136925,663.22296,1066.6072,69.27792,752.86505,1100.7471
163.91093,-1713.3157,1016.32135,153.17128,-1891.1548,1031.5353,202.42813,-1734.8898,1018.5704,82.52433,-1726.0857,1019.936,63.120365,813.4264,1065.7664,-21.668983,759.5121,1061.8008,127.87435,748.1983,1068.8433,51.723263,664.01465,1065.9778,56.28784,753.6431,1100.1111
163.92236,-1713.3047,1016.35284,153.19244,-1891.1674,1031.5548,202.44673,-1734.9036,1018.5959,82.541275,-1726.0973,1019.9677,49.686253,814.2339,1065.0709,-35.186184,760.34686,1062.115,114.477905,748.9843,1067.2882,38.264515,664.81903,1065.3884,43.24144,754.4373,1099.5035
163.9354,-1713.2917,1016.3886,153.2157,-1891.179,1031.5769,202.46718,-1734.9164,1018.6247,82.55986,-1726.108,1020.00275,36.211662,815.054,1064.4037,-48.737137,761.19183,1062.4298,101.0372,749.78436,1065.8019,24.768326,665.6362,1064.8402,30.142986,755.2477,1098.9261
163.95027,-1713.2773,1016.4289,153.24118,-1891.1895,1031.6017,202.48964,-1734.9281,1018.6568,82.58028,-1726.1179,1020.04114,22.704205,815.8868,1063.7666,-62.313976,762.0469,1062.7388,87.55994,750.5984,1064.3944,11.242309,666.46643,1064.3337,16.99692,756.0742,1098.3802
163.96722,-1713.2612,1016.47375,153.26901,-1891.199,1031.6296,202.51427,-1734.939,1018.69257,82.60271,-1726.1268,1020.08295,9.171379,816.7322,1063.1615,-75.90904,762.9122,1063.0359,74.05386,751.4265,1063.0746,-2.3059905,667.3096,1063.869,3.8079305,756.9168,1097.8666
163.9865,-1713.2439,1016.52325,153.29933,-1891.2078,1031.6606,202.54124,-1734.949,1018.73193,82.62735,-1726.135,1020.1281,-4.379418,817.59015,1062.5894,-89.51489,763.7876,1063.3154,60.526794,752.2686,1061.8494,-15.869089,668.16583,1063.4456,-9.418993,757.7753,1097.3859
164.0083,-1713.2255,1016.5775,153.33224,-1891.2156,1031.695,202.57071,-1734.9581,1018.7752,82.65437,-1726.1425,1020.17664,-17.94091,818.46075,1062.051,-103.1243,764.67316,1063.5728,46.986557,753.1247,1060.724,-29.439587,669.0353,1063.0621,-22.678507,758.6496,1096.9381
164.03287,-1713.206,1016.6365,153.36787,-1891.2227,1031.7329,202.60283,-1734.9664,1018.8223,82.68395,-1726.1493,1020.22845,-31.505949,819.344,1061.5469,-116.7302,765.5689,1063.8036,33.44094,753.9948,1059.7015,-43.01017,669.9178,1062.7173,-35.964874,759.53925,1096.523
164.06041,-1713.1859,1016.70026,153.40633,-1891.2289,1031.7744,202.63776,-1734.9741,1018.8734,82.71627,-1726.1555,1020.2835,-45.0675,820.2398,1061.0765,-130.32576,766.47473,1064.0049,19.89768,754.87897,1058.7833,-56.573643,670.8135,1062.4084,-49.27194,760.444,1096.1394
164.09114,-1713.1653,1016.76874,153.44766,-1891.2346,1031.8198,202.6756,-1734.9812,1018.9286,82.75148,-1726.1611,1020.34174,-58.61867,821.1481,1060.6396,-143.90427,767.39056,1064.1743,6.364391,755.77716,1057.9683,-70.12292,671.7222,1062.1333,-62.593098,761.36346,1095.7864
164.12523,-1713.1443,1016.8419,153.49199,-1891.2397,1031.869,202.71649,-1734.9875,1018.98773,82.789734,-1726.1664,1020.403,-72.15268,822.0689,1060.2349,-157.45921,768.31635,1064.3107,-7.1514487,756.68945,1057.2534,-83.65104,672.6439,1061.8884,-75.9213,762.2971,1095.4622
164.16286,-1713.1233,1016.9196,153.53935,-1891.2443,1031.9222,202.76056,-1734.9935,1019.05096,82.831154,-1726.171,1020.46716,-85.662865,823.00214,1059.8607,-170.98415,769.2519,1064.4136,-20.642546,757.6158,1056.6342,-97.1512,673.5785,1061.6707,-89.24908,763.24457,1095.1646
164.20416,-1713.1024,1017.0017,153.58978,-1891.2484,1031.9794,202.80786,-1734.999,1019.11816,82.87587,-1726.1754,1020.53406,-99.14269,823.9477,1059.5154,-184.4728,770.19714,1064.4838,-34.10182,758.5562,1056.1036,-110.616714,674.52576,1061.4761,-102.56851,764.2052,1094.8912
164.24927,-1713.0818,1017.08813,153.64334,-1891.2521,1032.0405,202.8585,-1735.0042,1019.18933,82.92397,-1726.1794,1020.60364,-112.58573,824.90546,1059.1965,-197.91891,771.152,1064.5232,-47.522427,759.5108,1055.6534,-124.04104,675.48553,1061.3009,-115.8713,765.17847,1094.6394
164.29828,-1713.0618,1017.17865,153.70001,-1891.2555,1032.1058,202.91252,-1735.0089,1019.2644,82.97554,-1726.1831,1020.6756,-125.985664,825.8753,1058.9017,-211.31633,772.1163,1064.5344,-60.897766,760.47943,1055.2739,-137.41777,676.4576,1061.1411,-129.14877,766.1638,1094.4062
164.35127,-1713.0424,1017.273,153.75978,-1891.2585,1032.1752,202.96996,-1735.0133,1019.34326,83.03064,-1726.1865,1020.7498,-139.33624,826.8572,1058.6282,-224.6589,773.0898,1064.5214,-74.22151,761.4622,1054.954,-150.7406,677.4417,1060.9926,-142.39194,767.1606,1094.1885
164.40828,-1713.0239,1017.371,153.82265,-1891.2614,1032.2484,203.03084,-1735.0176,1019.4258,83.089294,-1726.1897,1020.82605,-152.6313,827.8508,1058.3729,-237.94048,774.07245,1064.4883,-87.48758,762.45905,1054.6818,-164.00336,678.4377,1060.8514,-155.59152,768.1683,1093.9829
164.46933,-1713.0065,1017.47235,153.88853,-1891.264,1032.3256,203.09514,-1735.0217,1019.5119,83.15152,-1726.1926,1020.9041,-165.86475,828.8562,1058.1329,-251.15483,775.064,1064.4404,-100.69016,763.47,1054.4446,-177.19992,679.44525,1060.7139,-168.73799,769.1863,1093.7863
164.5344,-1712.9901,1017.57684,153.9574,-1891.2665,1032.4065,203.16283,-1735.0258,1019.6014,83.21731,-1726.1954,1020.9839,-179.03047,829.8731,1057.9054,-264.29575,776.0644,1064.3838,-113.82366,764.49493,1054.2294,-190.32428,680.4642,1060.5763,-181.82167,770.21405,1093.5952
164.60341,-1712.975,1017.6841,154.02913,-1891.2689,1032.4912,203.23384,-1735.0297,1019.69403,83.2866,-1726.198,1021.065,-192.12242,830.9013,1057.6871,-277.35684,777.0733,1064.3245,-126.882706,765.5338,1054.023,-203.37044,681.4941,1060.4353,-194.83273,771.251,1093.4065
164.6763,-1712.9612,1017.7938,154.1036,-1891.2712,1032.5795,203.30812,-1735.0334,1019.7898,83.35934,-1726.2004,1021.14734,-205.1345,831.9407,1057.4756,-290.33163,778.0905,1064.269,-139.86209,766.5866,1053.8123,-216.33246,682.5348,1060.288,-207.76128,772.29663,1093.2172
164.75296,-1712.9487,1017.90576,154.18071,-1891.2734,1032.6711,203.38553,-1735.0374,1019.8883,83.43541,-1726.2026,1021.2307,-218.06061,832.9909,1057.2678,-303.21353,779.11584,1064.2245,-152.75677,767.65314,1053.5846,-229.20442,683.58594,1060.1317,-220.5974,773.3504,1093.0244
