new_x,new_y,new_z,old_x,old_y,old_z,2.49645E12,2.28702896E11,6.0025156E-37,1.45865824E13,9.5905704E11,3.61215662E12,9.42855E-40,2.3877952E-38,0.0,5.0681168E7,825.0839,3220.3982
169.79080744804537,-1715.074313767151,1039.3558808713447,183.32281560762027,-1713.7607705900925,1038.5466469605499,184.58307,-1693.7894,1036.9816,173.32382,-1872.2158,1050.9639,223.17355,-1716.2257,1039.1818,103.226814,-1706.9424,1039.4681
169.43367916750208,-1714.8046993667795,1039.5638044474983,182.96287571371968,-1713.484952639814,1038.748865828358,184.22021,-1693.5438,1037.1892,172.97159,-1871.9454,1051.1426,222.81612,-1715.9492,1039.3701,102.87252,-1706.6675,1039.701
169.07728426742054,-1714.5404909596582,1039.7737132862933,182.6037298341483,-1713.2147522917344,1038.953132992556,183.85823,-1693.3026,1037.3986,172.6201,-1871.6807,1051.3245,222.45946,-1715.6783,1039.5607,102.51884,-1706.3983,1039.9355
168.7219514621412,-1714.2818999349222,1039.9852890868046,182.245689806507,-1712.9506256062955,1039.159301901843,183.49748,-1693.0657,1037.6096,172.26967,-1871.4216,1051.5095,222.10391,-1715.4135,1039.753,102.16608,-1706.1349,1040.1715
168.36799821376644,-1714.0288409142818,1040.1985137009494,181.88909649432262,-1712.6923069011295,1039.3672429527226,183.13829,-1692.833,1037.8221,171.9206,-1871.1685,1051.6974,221.74979,-1715.1545,1039.9473,101.81455,-1705.8774,1040.4087
168.0157187234117,-1713.781713499066,1040.4130916856402,181.53425174179037,-1712.440343263399,1039.5768915668523,182.781,-1692.6046,1038.036,171.57315,-1870.9213,1051.8881,221.39737,-1714.9019,1040.1431,101.46455,-1705.6262,1040.6469
167.66541479784962,-1713.5404297898465,1040.6288609001276,181.18151251931906,-1712.1945632828572,1039.7880024585486,182.42595,-1692.3806,1038.2511,171.22765,-1870.6802,1052.0812,221.04695,-1714.6555,1040.3405,101.11636,-1705.3812,1040.8857
167.31738633402622,-1713.3051659841512,1040.845778296379,180.83116009166557,-1711.9551399739282,1040.000580372753,182.07343,-1692.1611,1038.4674,170.88435,-1870.4453,1052.2767,220.69884,-1714.4155,1040.5393,100.77028,-1705.1426,1041.1252
166.97190786459026,-1713.076091140857,1041.0635240892093,180.48343878236892,-1711.7225024502543,1040.2142242737714,181.72372,-1691.9459,1038.6844,170.54353,-1870.2169,1052.4746,220.35332,-1714.1823,1040.7394,100.426575,-1704.9105,1041.3649
166.6292556528061,-1712.8533090991025,1041.2820393451375,180.13870161837255,-1711.4964032062992,1040.4291875541378,181.37714,-1691.7354,1038.9025,170.20547,-1869.9949,1052.6744,220.01064,-1713.9557,1040.9406,100.085526,-1704.6852,1041.6047
166.2896960673058,-1712.6367687275706,1041.5011305166836,179.79720137404638,-1711.2769726716049,1040.6449658356878,181.03397,-1691.5293,1039.1211,169.87042,-1869.7794,1052.8761,219.67107,-1713.7358,1041.1428,99.74739,-1704.4666,1041.8445
165.9534882457271,-1712.426793515968,1041.7206915563368,179.45917091718,-1711.0647183493616,1040.8615811583018,180.69446,-1691.3278,1039.3402,169.53864,-1869.5707,1053.0797,219.33487,-1713.5231,1041.3461,99.41243,-1704.2549,1042.0839
165.6209012718429,-1712.2233355402464,1041.9404702959014,179.1249232905392,-1710.859284614726,1041.0789482259472,180.3589,-1691.1311,1039.5598,169.21033,-1869.3687,1053.2848,219.00232,-1713.3173,1041.55,99.0809,-1704.0502,1042.3228
165.29215995843023,-1712.0265225342594,1042.1603368853944,178.7946921363924,-1710.6609948354194,1041.2969896664497,180.02754,-1690.9392,1039.7798,168.88576,-1869.1736,1053.4913,218.67361,-1713.1187,1041.7546,98.753044,-1703.8525,1042.5608
164.96751116498515,-1711.8363478989827,1042.3802657993351,178.46871042712036,-1710.4696633661472,1041.5154238433101,179.7006,-1690.7521,1039.9999,168.56516,-1868.9854,1053.6992,218.34901,-1712.9271,1041.9598,98.4291,-1703.662,1042.7981
164.64717113702824,-1711.6531055009996,1042.6000036980333,178.14720874558162,-1710.2857652982455,1041.7341552189928,179.37833,-1690.5701,1040.22,168.24872,-1868.8041,1053.9083,218.02873,-1712.743,1042.1654,98.109276,-1703.4788,1043.0343
164.3313644163614,-1711.4767243315648,1042.8194294466598,177.83043024890645,-1710.1090978170973,1041.953143975296,179.06096,-1690.3932,1040.4401,167.93666,-1868.6299,1054.1184,217.71298,-1712.5662,1042.3713,97.79381,-1703.3029,1043.2692
164.02028453988913,-1711.3072043906777,1043.0383912820284,177.51855673467293,-1709.9396704036308,1042.1722126356865,178.74867,-1690.2214,1040.66,167.62918,-1868.4628,1054.3295,217.40196,-1712.3967,1042.5774,97.482895,-1703.1343,1043.5026
163.71413785085767,-1711.144704985184,1043.256817164853,177.2118037636939,-1709.7776746611485,1042.3912390118724,178.44168,-1690.0549,1040.8796,167.32646,-1868.3029,1054.5413,217.09587,-1712.2347,1042.7836,97.17674,-1702.9731,1043.7345
163.41310490706397,-1710.9893736341223,1043.4745612991023,176.9103658145856,-1709.623207536439,1042.6102175389092,178.14018,-1689.8939,1041.0989,167.02869,-1868.1501,1054.7538,216.79489,-1712.0803,1042.9899,96.87552,-1702.8195,1043.9645
163.11735788359562,-1710.8410384700178,1043.6914186622562,176.6144339088789,-1709.4760668220656,1042.8287624113188,177.84435,-1689.7384,1041.3175,166.73601,-1868.0048,1054.9669,216.49918,-1711.9333,1043.1959,96.57942,-1702.6732,1044.1927
162.82704381208043,-1710.6999095323622,1043.9074102228824,176.32413155391285,-1709.3365688640338,1043.0469552075879,177.55432,-1689.5886,1041.5355,166.4486,-1867.8665,1055.1804,216.20888,-1711.794,1043.4019,96.2886,-1702.5344,1044.4188
162.54231677648426,-1710.565923668833,1044.122337870251,176.03967691137032,-1709.2043951834496,1043.2645767015845,177.27028,-1689.4447,1041.7527,166.1666,-1867.7356,1055.3943,215.92415,-1711.6621,1043.6075,96.00319,-1702.4031,1044.6428
162.26330852047175,-1710.4390687788596,1044.3360964155795,175.7611405125143,-1709.0796469805127,1043.4815286999956,176.99232,-1689.3065,1041.969,165.8901,-1867.6118,1055.6083,215.64513,-1711.5377,1043.8127,95.72334,-1702.2793,1044.8645
161.99012927283695,-1710.3195560183785,1044.5487102932102,175.48867740497482,-1708.9625532647299,1043.6977204076525,176.72058,-1689.1744,1042.1843,165.61928,-1867.4955,1055.8225,215.37189,-1711.421,1044.0176,95.44918,-1702.1631,1045.0839
161.7228756155763,-1710.2072144392428,1044.7598593129478,175.22239515127131,-1708.852881891894,1043.912913805827,176.45515,-1689.0486,1042.3984,165.35419,-1867.3862,1056.0366,215.10455,-1711.3118,1044.2218,95.18079,-1702.0542,1045.3007
161.4616426515509,-1710.1019625945441,1044.9696663326304,174.9623754880029,-1708.7505417314794,1044.127308034089,176.19612,-1688.9288,1042.6115,165.09492,-1867.2843,1056.2507,214.8432,-1711.21,1044.4255,94.918274,-1701.9526,1045.5149
161.20648935468807,-1710.0039431273053,1045.1779227174598,174.7086849515831,-1708.655563001574,1044.3403246332837,175.94353,-1688.8154,1042.823,164.84158,-1867.1896,1056.4646,214.58789,-1711.1156,1044.6284,94.661705,-1701.8585,1045.7266
160.95746420710302,-1709.913097509055,1045.3845927968011,174.46137048857435,-1708.568041542504,1044.5521216922123,175.69743,-1688.7085,1043.0331,164.59421,-1867.1019,1056.6781,214.33867,-1711.0287,1044.8307,94.41113,-1701.7716,1045.9354
160.7146076677492,-1709.8293165590308,1045.5896073652732,174.22048352852812,-1708.4876650455285,1044.762597807056,175.45786,-1688.6079,1043.2417,164.35286,-1867.0215,1056.8912,214.09557,-1710.949,1045.032,94.1666,-1701.692,1046.1416
160.47792177991434,-1709.7526241403043,1045.7929306057374,173.9860007393461,-1708.4145526771358,1044.9715618193184,175.22478,-1688.514,1043.4486,164.11754,-1866.9479,1057.1039,213.8586,-1710.8766,1045.2324,93.92813,-1701.6195,1046.3451
160.24742113179212,-1709.6829101274784,1045.9945133367448,173.75793714411245,-1708.348519787699,1045.178978436497,174.9982,-1688.4266,1043.6538,163.88829,-1866.8813,1057.3159,213.62776,-1710.8113,1045.4319,93.69575,-1701.5541,1046.5458
160.02308295922148,-1709.6200918705058,1046.1943158097756,173.53627159963162,-1708.2893627734743,1045.3848069157268,174.77806,-1688.3461,1043.8573,163.6651,-1866.8215,1057.5272,213.40306,-1710.7529,1045.6304,93.46942,-1701.4956,1046.7437
159.80487239196026,-1709.5641351287516,1046.3921236552862,173.32094708872816,-1708.2371873595393,1045.588815602497,174.56433,-1688.2721,1044.0588,163.44795,-1866.7686,1057.7378,213.18442,-1710.7015,1045.8276,93.24915,-1701.444,1046.9387
159.59275480447835,-1709.514857884037,1046.5880765358913,173.1119056031422,-1708.1918194745106,1045.7909537954718,174.35693,-1688.2047,1044.2583,163.23683,-1866.7223,1057.9474,212.97183,-1710.6569,1046.0237,93.0349,-1701.399,1047.131
159.38665162767026,-1709.4722317706396,1046.7821509618839,172.90908895497827,-1708.1529494167955,1045.9912673014978,174.15576,-1688.1442,1044.4559,163.0317,-1866.6825,1058.156,212.76521,-1710.6188,1046.2185,92.8266,-1701.3607,1047.3207
159.1865019035927,-1709.436136917468,1046.9742147284035,172.71237056655792,-1708.1206789545238,1046.1897043924596,173.96072,-1688.0902,1044.6515,162.83249,-1866.649,1058.3636,212.5645,-1710.5873,1046.4119,92.62421,-1701.3289,1047.5076
158.99220106926867,-1709.4064052961853,1047.1642413653344,172.5216926730221,-1708.094547752214,1046.3859303029105,173.7717,-1688.043,1044.8448,162.63914,-1866.622,1058.5701,212.36958,-1710.5619,1046.6039,92.42764,-1701.3035,1047.6918
158.80366499918512,-1709.3829467194225,1047.3522692715533,172.33687053806688,-1708.0747382593984,1046.5801986398878,173.58853,-1688.0024,1045.0361,162.45158,-1866.601,1058.7751,212.18039,-1710.5428,1046.7944,92.236824,-1701.2842,1047.8734
158.62077655466632,-1709.3656376974727,1047.5383127560044,172.15783221483719,-1708.0609675311896,1046.772356103464,173.41112,-1687.9684,1045.2252,162.26973,-1866.5859,1058.979,211.9968,-1710.5297,1046.9834,92.05164,-1701.271,1048.0525
158.443418265484,-1709.3542912755424,1047.7223193377274,171.98440517587326,-1708.0528559666334,1046.9623381634765,173.23926,-1687.941,1045.4121,162.09349,-1866.5769,1059.1815,211.8187,-1710.5222,1047.1708,91.87201,-1701.2638,1048.2291
158.27146196594148,-1709.3487732735957,1047.9042374803962,171.8164333633598,-1708.0504889051024,1047.1501478111818,173.07281,-1687.92,1045.5968,161.92276,-1866.5734,1059.3824,211.64597,-1710.5204,1047.3564,91.6978,-1701.2623,1048.4033
158.10477592104345,-1709.3490485000254,1048.0840931948562,171.65377219401043,-1708.0536080899033,1047.3355060774843,172.91159,-1687.9056,1045.779,161.75742,-1866.5756,1059.5819,211.47849,-1710.524,1047.5403,91.52889,-1701.2666,1048.5752
157.94323080731857,-1709.354854814082,1048.2618724849283,171.49625947478668,-1708.0621778471748,1047.5187561928901,172.75545,-1687.8975,1045.9591,161.59737,-1866.583,1059.7797,211.31612,-1710.533,1047.7223,91.36517,-1701.2762,1048.7448
157.78667697197787,-1709.3660901736534,1048.4374895736519,171.3437103977483,-1708.0757385108723,1047.6994886140506,172.60416,-1687.8958,1046.1367,161.44247,-1866.5957,1059.9757,211.15874,-1710.5469,1047.9023,91.2065,-1701.2913,1048.9122
157.63497382689647,-1709.3824416194389,1048.6111435163923,171.19596153435694,-1708.0942085453146,1047.877915666159,172.45757,-1687.9001,1046.312,161.29262,-1866.6134,1060.17,211.0062,-1710.5656,1048.0806,91.05275,-1701.3114,1049.0775
157.4879793493089,-1709.4039476362195,1048.7826117680772,171.05284862917821,-1708.1174627691141,1048.05389993031,172.31548,-1687.9108,1046.4849,161.14767,-1866.6361,1060.3625,210.85838,-1710.589,1048.2567,90.903786,-1701.3365,1049.2407
157.34555778129607,-1709.430472320952,1048.952063614445,170.91416419827289,-1708.1455342975976,1048.2273869510448,172.1777,-1687.9275,1046.6553,161.00752,-1866.6633,1060.5532,210.71516,-1710.6171,1048.4308,90.75948,-1701.3665,1049.4021
157.20757050736086,-1709.4616567654616,1049.1193626064874,170.77979313524793,-1708.177836569937,1048.3982360039704,172.04408,-1687.9501,1046.8231,160.87204,-1866.6952,1060.742,210.5764,-1710.6493,1048.6028,90.6197,-1701.4011,1049.5615
157.0738847757576,-1709.497543931875,1049.2845487195846,170.64953114745728,-1708.214556371567,1048.5665264137863,171.91443,-1687.9785,1046.9884,160.74109,-1866.7314,1060.9286,210.44199,-1710.6858,1048.7726,90.48432,-1701.4403,1049.7191
156.94436563100498,-1709.5378459207643,1049.4476711351854,170.523224791314,-1708.2553081918722,1048.7322685992044,171.78857,-1688.0126,1047.1512,160.61456,-1866.7719,1061.1133,210.31181,-1710.7262,1048.9402,90.35321,-1701.4838,1049.875
156.81890098388834,-1709.5824108830373,1049.6086620581507,170.40073313724648,-1708.2999927710634,1048.8953673517233,171.66637,-1688.0521,1047.3114,160.49234,-1866.8163,1061.2959,210.18575,-1710.7704,1049.1055,90.226265,-1701.5315,1050.0292
156.69736489671482,-1709.6310890912819,1049.7675036531632,170.2819058545183,-1708.3484221012684,1049.0558709560964,171.54765,-1688.0972,1047.4691,160.37431,-1866.8646,1061.4763,210.0637,-1710.8182,1049.2686,90.10337,-1701.5831,1050.1815
156.5796710220273,-1709.683718258244,1049.9242087330197,170.166607677707,-1708.4005877577056,1049.2135783254846,171.43231,-1688.1473,1047.624,160.26036,-1866.9166,1061.6547,209.9456,-1710.8696,1049.4292,89.98442,-1701.6385,1050.3324
156.46570387782418,-1709.7402817201023,1050.078789146125,170.05471646812623,-1708.4562958318818,1049.36868322817,171.3202,-1688.2026,1047.7764,160.1504,-1866.972,1061.8307,209.83133,-1710.9244,1049.5875,89.86932,-1701.6978,1050.4816
156.35538753342098,-1709.8003871064202,1050.231154012642,169.94615434720234,-1708.5152750411842,1049.5209290987586,171.21124,-1688.2628,1047.926,160.04436,-1867.0309,1062.0044,209.72081,-1710.9823,1049.7435,89.758,-1701.7604,1050.629
156.24865436811643,-1709.8639190171143,1050.3813891898878,169.84082584022693,-1708.5773879895946,1049.6704177231736,171.10535,-1688.3276,1048.0729,159.94212,-1867.0929,1062.1758,209.614,-1711.0432,1049.897,89.650375,-1701.8263,1050.775
156.14543091892847,-1709.9308208129823,1050.5293615283667,169.73862921670036,-1708.6425560646726,1049.8170353219887,171.00241,-1688.3971,1048.217,159.84363,-1867.158,1062.3448,209.51083,-1711.107,1050.048,89.54639,-1701.8954,1050.9193
156.04567253121417,-1710.0008677469177,1050.6750746403561,169.63954662704774,-1708.7106427703911,1049.9609837606004,170.90242,-1688.471,1048.3585,159.74883,-1867.2258,1062.5115,209.41125,-1711.1736,1050.1964,89.445984,-1701.9674,1051.0619
155.9493407774549,-1710.0739463940104,1050.8185375601138,169.54351477283788,-1708.7813833839243,1050.1019650396443,170.80531,-1688.5491,1048.4971,159.65765,-1867.2965,1062.6757,209.31523,-1711.2427,1050.3423,89.34913,-1702.0424,1051.2029
155.85641607132996,-1710.1498304306501,1050.9596656018186,169.45054528086524,-1708.8546548503168,1050.2399576245039,170.7111,-1688.6313,1048.6328,159.57005,-1867.3696,1062.8372,209.22275,-1711.3142,1050.4856,89.25579,-1702.12,1051.3422
155.76687307449058,-1710.2285469588214,1051.0983546072282,169.3606194107065,-1708.9305516400987,1050.3749830359043,170.61977,-1688.7177,1048.7656,159.48602,-1867.4452,1062.9962,209.13377,-1711.3882,1050.6262,89.16595,-1702.2001,1051.4796
155.68072446427638,-1710.3097307045234,1051.2346798292365,169.27376454120844,-1709.008579367793,1050.5070349790117,170.53136,-1688.8077,1048.8955,159.40553,-1867.523,1063.1526,209.04831,-1711.4642,1050.7643,89.079605,-1702.2826,1051.6151
155.5979685743052,-1710.39344269761,1051.368475361973,169.19000004345514,-1709.088908105312,1050.6359172986784,170.44589,-1688.9016,1049.0223,159.32855,-1867.6029,1063.3063,208.96635,-1711.5424,1050.8995,88.996765,-1702.3673,1051.7488
155.5186510199607,-1710.4794245758703,1051.4998028671607,169.10941485293012,-1709.1711460805416,1050.7616974913674,170.36345,-1688.9991,1049.1461,159.2551,-1867.6848,1063.4572,208.88794,-1711.6224,1051.0321,88.91745,-1702.4541,1051.8805
155.44277867363814,-1710.567630457368,1051.6284665889468,169.03204452779923,-1709.2553782368248,1050.8841955764299,170.28409,-1689.1002,1049.2667,159.18517,-1867.7684,1063.6052,208.81306,-1711.7043,1051.1619,88.841675,-1702.5428,1052.01
155.37041769992754,-1710.6578909098616,1051.7544150769104,168.9579933199423,-1709.3412675032473,1051.0035145248926,170.20792,-1689.2046,1049.3842,159.11877,-1867.8539,1063.7505,208.74178,-1711.7878,1051.2887,88.769485,-1702.6334,1052.1373
155.30160213623395,-1710.7501118146001,1051.8775961691942,168.88732268346965,-1709.4288544568622,1051.1192612703421,170.13501,-1689.3123,1049.4982,159.05595,-1867.9408,1063.8927,208.6741,-1711.8729,1051.4127,88.70093,-1702.7257,1052.2623
155.23640659146136,-1710.8441176059255,1051.9979965873938,168.820151110461,-1709.5179865039202,1051.2317225336628,170.0655,-1689.423,1049.609,158.99673,-1868.029,1064.0319,208.6101,-1711.9595,1051.5338,88.63605,-1702.8195,1052.3849
155.1749113307919,-1710.9397060148656,1052.1154805143706,168.75662763110924,-1709.6082777160598,1051.3405932657856,169.99953,-1689.5366,1049.7163,158.94115,-1868.1188,1064.168,208.54984,-1712.0472,1051.652,88.57492,-1702.9147,1052.5049
155.11715589790043,-1711.0368708220985,1052.2299228839138,168.6968080808898,-1709.6998747154082,1051.446053021125,169.93718,-1689.653,1049.8203,158.88925,-1868.2095,1064.3008,208.49333,-1712.1362,1051.767,88.51759,-1703.0112,1052.6222
155.06325271037073,-1711.135374573383,1052.3413123132264,168.64083635912286,-1709.7926052459886,1051.5478652775291,169.87862,-1689.7717,1049.9207,158.8411,-1868.3014,1064.4304,208.44067,-1712.2263,1051.879,88.46416,-1703.1088,1052.7367
155.01327415450982,-1711.2351394087818,1052.4495439262926,168.58882337344698,-1709.886322404851,1051.6460810535957,169.82396,-1689.8928,1050.0176,158.79672,-1868.394,1064.5566,208.39194,-1712.3174,1051.9878,88.41468,-1703.2074,1052.8483
154.9673120278661,-1711.3359848260216,1052.5545481246086,168.5409388643562,-1709.9807356040972,1051.7407012245899,169.77338,-1690.0159,1050.111,158.75621,-1868.4877,1064.6794,208.34718,-1712.4092,1052.0935,88.36925,-1703.307,1052.9567
154.9254399079427,-1711.4377375284157,1052.6561665459637,168.49723474797804,-1710.0759122202217,1051.8315874757247,169.72697,-1690.1406,1050.2007,158.71959,-1868.5819,1064.7988,208.30647,-1712.5018,1052.1958,88.327934,-1703.4073,1053.0619
154.8877653836995,-1711.5403466974128,1052.7543881809258,168.45787694731996,-1710.1717441875558,1051.9188688980632,169.6849,-1690.2668,1050.2869,158.68697,-1868.6768,1064.9144,208.2699,-1712.5951,1052.2948,88.290825,-1703.5083,1053.1637
154.85436266978485,-1711.6435318913382,1052.84910620361,168.4229896923756,-1710.2679163749667,1052.0023812073468,169.6473,-1690.3943,1050.3694,158.65837,-1868.7721,1065.0264,208.23752,-1712.6888,1052.3904,88.258,-1703.6097,1053.262
154.82532464758054,-1711.7473079651008,1052.9401614536755,168.39263085748692,-1710.3645083626727,1052.082311371907,169.61426,-1690.5226,1050.4484,158.63388,-1868.8678,1065.1345,208.20943,-1712.783,1052.4825,88.229546,-1703.7117,1053.3564
154.8007241768285,-1711.8514138084906,1053.027689288991,168.36692676260597,-1710.4614413292043,1052.1584230949818,169.58592,-1690.6515,1050.5236,158.61357,-1868.9639,1065.2389,208.18567,-1712.8776,1052.5712,88.205536,-1703.8138,1053.4473
154.78065624492046,-1711.9557105317176,1053.111297712485,168.34598145855057,-1710.5583587923236,1052.2308385199956,169.56238,-1690.7808,1050.5952,158.5975,-1869.06,1065.3392,208.16635,-1712.9723,1052.6561,88.18605,-1703.9161,1053.534
154.7651727191163,-1712.060192572635,1053.1911391192139,168.32983229353664,-1710.6554751073736,1052.2996095285018,169.54372,-1690.91,1050.6632,158.58571,-1869.1564,1065.4354,208.1515,-1713.0673,1052.7374,88.17115,-1704.0186,1053.6167
154.7543472697025,-1712.1645212738626,1053.2670855484625,168.31857811084072,-1710.7523884166876,1052.364621541779,169.53001,-1691.0392,1050.7275,158.57828,-1869.2527,1065.5276,208.1412,-1713.1622,1052.815,88.160904,-1704.1208,1053.6952
154.74824272514454,-1712.2687326251375,1053.3390354237276,168.31228564780207,-1710.8491768341096,1052.425991455384,169.52136,-1691.1678,1050.7882,158.57526,-1869.349,1065.6156,208.1355,-1713.2571,1052.8888,88.155365,-1704.223,1053.7693
154.74691273360548,-1712.372632593616,1053.406925194017,168.31099121667918,-1710.9457386243676,1052.483613136174,169.5178,-1691.2958,1050.8452,158.57669,-1869.4451,1065.6993,208.13446,-1713.3519,1052.9587,88.154594,-1704.3248,1053.839
154.7504047539254,-1712.4761592048085,1053.4705895049742,168.31476029068673,-1711.0419766392756,1052.53741224028,169.51941,-1691.4229,1050.8984,158.58261,-1869.541,1065.7787,208.13812,-1713.4465,1053.0247,88.15863,-1704.4263,1053.9039
154.7587402937187,-1712.5790444367162,1053.5301845907925,168.32357352558057,-1711.1377707827007,1052.587654930748,169.52618,-1691.5487,1050.9481,158.59306,-1869.6366,1065.8536,208.14651,-1713.5408,1053.0867,88.1675,-1704.5271,1053.9644
154.7719587438543,-1712.6812732020212,1053.5854813192625,168.33748228148445,-1711.2329543430544,1052.634084827698,169.53815,-1691.6732,1050.994,158.6081,-1869.7317,1065.9242,208.15967,-1713.6346,1053.1448,88.18124,-1704.6274,1054.0199
154.79005859998026,-1712.7827214713907,1053.6363766177333,168.3564729019788,-1711.3275893364657,1052.6766852910291,169.55533,-1691.7961,1051.0361,158.6277,-1869.8264,1065.9901,208.1776,-1713.728,1053.1986,88.199844,-1704.7269,1054.0706
154.81306173420097,-1712.8832985918477,1053.6829322338322,168.380540128014,-1711.4214919357091,1052.7156694651228,169.57771,-1691.9172,1051.0746,158.6519,-1869.9205,1066.0516,208.20033,-1713.8208,1053.2484,88.22334,-1704.8257,1054.1162
154.8409696298625,-1712.9828909722223,1053.7251457267766,168.40968504863307,-1711.5146548280495,1052.750916531121,169.60529,-1692.0365,1051.1094,158.68071,-1870.0139,1066.1084,208.22787,-1713.913,1053.294,88.25172,-1704.9235,1054.157
154.87375623475106,-1713.0813053777997,1053.7627966795121,168.4438601595625,-1711.6068021132933,1052.7822659545257,169.63802,-1692.1536,1051.1403,158.71414,-1870.1067,1066.1606,208.2602,-1714.0043,1053.3353,88.28496,-1705.0203,1054.1926
154.91139561818204,-1713.1784392874424,1053.7959766037443,168.48304025804225,-1711.697932184749,1052.8097917079253,169.67587,-1692.2686,1051.1674,158.75217,-1870.1986,1066.2081,208.29729,-1714.0947,1053.3724,88.32304,-1705.1158,1054.2231
154.9538618813813,-1713.2742720516844,1053.8246499951003,168.52713323791718,-1711.7880438680306,1052.8335421025263,169.71877,-1692.381,1051.1907,158.79477,-1870.2897,1066.251,208.33914,-1714.1842,1053.4052,88.36593,-1705.2102,1054.2485
155.0011162975929,-1713.3686819038282,1053.8487490584412,168.576124001826,-1711.8769427307698,1052.8533773195236,169.76668,-1692.491,1051.2101,158.84193,-1870.3798,1066.2891,208.38571,-1714.2726,1053.4336,88.41359,-1705.3033,1054.2688
155.0530903608983,-1713.4615890340683,1053.868340644271,168.6298983425344,-1711.964651287089,1052.8694160001378,169.81949,-1692.5984,1051.2257,158.89362,-1870.4688,1066.3225,208.43694,-1714.3599,1053.4578,88.46596,-1705.395,1054.2839
155.10973000198194,-1713.5529070335747,1053.883230886007,168.68840708724076,-1712.0509498277002,1052.8814888929764,169.87715,-1692.703,1051.2373,158.94978,-1870.5566,1066.3513,208.49278,-1714.4459,1053.4774,88.52298,-1705.4854,1054.2938
155.17097117737887,-1713.6424223970826,1053.8936865482474,168.751537129597,-1712.1357801944569,1052.8897571758673,169.93953,-1692.8048,1051.2451,159.01039,-1870.6434,1066.3754,208.55319,-1714.5305,1053.4928,88.58459,-1705.574,1054.2987
155.2367238239022,-1713.7301317391739,1053.899548324147,168.81921477191378,-1712.2190344480894,1052.894034418504,170.00656,-1692.9037,1051.2489,159.07536,-1870.7288,1066.3947,208.61807,-1714.6136,1053.5038,88.6507,-1705.661,1054.2985
155.30691884655982,-1713.8159832966633,1053.900787621123,168.8913055322409,-1712.3007032860587,1052.8945270502168,170.0781,-1692.9996,1051.2489,159.14464,-1870.8129,1066.4094,208.68738,-1714.6952,1053.5103,88.721245,-1705.7463,1054.2931
155.38143468360585,-1713.899848391062,1053.8975786009291,168.96769345876777,-1712.380648555262,1052.8909699820215,170.15402,-1693.0925,1051.2448,159.21817,-1870.8954,1066.4196,208.76099,-1714.7751,1053.5126,88.79611,-1705.8298,1054.2828
155.4601886637605,-1713.9818074640448,1053.8898284022157,169.04829353920508,-1712.4589265318364,1052.8835132764368,170.23424,-1693.1824,1051.2368,159.29585,-1870.9764,1066.425,208.83882,-1714.8534,1053.5104,88.87521,-1705.9116,1054.2676
155.5430705850286,-1714.061575915695,1053.877674191765,169.13293935529646,-1712.5352753481152,1052.8721968145635,170.31857,-1693.2692,1051.2249,159.37761,-1871.0559,1066.4261,208.92079,-1714.9298,1053.5039,88.95844,-1705.9913,1054.2476
155.62996292212085,-1714.139235046417,1053.8611674199974,169.22151346005788,-1712.609721741007,1052.8569218537602,170.4069,-1693.3528,1051.209,159.46335,-1871.1337,1066.4227,209.00677,-1715.0043,1053.4933,89.04569,-1706.0692,1054.2228
155.7207597762631,-1714.2145510748464,1053.8402328340203,169.31388192713075,-1712.6820522583007,1052.837683134288,170.49908,-1693.4332,1051.1891,159.55296,-1871.2096,1066.4149,209.09668,-1715.0767,1053.4784,89.13685,-1706.1449,1054.1932
155.81532447958594,-1714.2876646941372,1053.8151755367098,169.40993078878662,-1712.75238428237,1052.8146706585533,170.59499,-1693.5105,1051.1654,159.64638,-1871.2838,1066.4028,209.19037,-1715.1471,1053.4594,89.23178,-1706.2186,1054.1593
155.91353375708582,-1714.3584276674762,1053.785914227662,169.50948049479098,-1712.8205133651459,1052.78798840387,170.69444,-1693.5846,1051.138,159.74347,-1871.356,1066.3866,209.28773,-1715.2153,1053.4363,89.33038,-1706.2902,1054.1208
156.01526504379922,-1714.4268677287166,1053.752627539638,169.61238519832688,-1712.8866700995925,1052.7574739235429,170.7973,-1693.6554,1051.1067,159.84413,-1871.4263,1066.3662,209.38864,-1715.2815,1053.4092,89.432526,-1706.3596,1054.0782
156.1203866970496,-1714.4928125194688,1053.7153663770946,169.71855796372319,-1712.9503532204467,1052.723271875784,170.90344,-1693.7231,1051.0717,159.94826,-1871.4944,1066.3418,209.49297,-1715.3452,1053.3782,89.53808,-1706.4268,1054.0314
156.22874807204977,-1714.5562973172457,1053.6742671890393,169.82780092857138,-1713.0118721448187,1052.6855147835902,171.01268,-1693.7876,1051.0331,160.05573,-1871.5605,1066.3135,209.60057,-1715.4067,1053.3434,89.646904,-1706.4916,1053.9806
156.3402334482171,-1714.617307034729,1053.6294299754722,169.94000419069786,-1713.071023207357,1052.6442871666218,171.1249,-1693.8489,1050.991,160.16641,-1871.6244,1066.2814,209.71133,-1715.4658,1053.3049,89.75888,-1706.5542,1053.9259
156.45469583425563,-1714.6758211689585,1053.581008076084,170.05499264337348,-1713.1279290789764,1052.5996191355123,171.23993,-1693.9069,1050.9454,160.28021,-1871.686,1066.2456,209.8251,-1715.5226,1053.2628,89.87387,-1706.6145,1053.8676
