new_x,new_y,new_z,old_x,old_y,old_z,,,,,,,,,,,,
189.63642651515153,-1717.6379863636366,1002.4153866666668,189.6955170713589,-1718.0448218702666,1001.8365616363907,190.89223,-1698.209,1000.1268,180.14124,-1876.4094,1015.4869,229.60454,-1720.3682,1002.81537,109.57299,-1711.4069,1002.824
189.78669939393941,-1717.6123939393942,1002.451440909091,189.83813878506623,-1718.0218464619586,1001.8890280615173,191.03429,-1698.1719,1000.1832,180.29442,-1876.3984,1015.4993,229.75859,-1720.3453,1002.84485,109.7302,-1711.3938,1002.8411
189.93677106060608,-1717.5857060606063,1002.48606,189.98032590213882,-1717.9979773945706,1001.9398945657184,191.17592,-1698.1338,1000.2379,180.44722,-1876.3856,1015.5108,229.91258,-1720.3215,1002.87286,109.88739,-1711.3792,1002.8572
190.08657469696973,-1717.5577000000003,1002.5190724242425,190.12208030153246,-1717.9729028317845,1001.9890205202994,191.31711,-1698.0947,1000.2908,180.59955,-1876.3713,1015.5212,230.06642,-1720.2965,1002.89923,110.04444,-1711.3625,1002.872
190.23603890909095,-1717.5285742424244,1002.5503387878789,190.26339171886278,-1717.9466483903284,1002.0360277219274,191.45784,-1698.0549,1000.3415,180.75136,-1876.3553,1015.53046,230.22,-1720.2703,1002.92395,110.201256,-1711.3442,1002.88556
190.38513333333339,-1717.4983015151515,1002.5797842424244,190.40428739846885,-1717.9192833491318,1002.0809136766335,191.59816,-1698.0143,1000.39,180.90257,-1876.3378,1015.53845,230.37325,-1720.243,1002.9469,110.35775,-1711.3241,1002.89777
190.53379624242427,-1717.4667363636368,1002.607290909091,190.5447632278975,-1717.8907001023904,1002.1235631388853,191.73808,-1697.9727,1000.43616,181.05312,-1876.3185,1015.54517,230.52606,-1720.2145,1002.968,110.513824,-1711.3021,1002.90845
190.68200727272728,-1717.43391969697,1002.6327975757578,190.68486172500496,-1717.860805855687,1002.1637912859225,191.87764,-1697.9302,1000.4798,181.20297,-1876.2975,1015.55054,230.67838,-1720.1847,1002.9873,110.66941,-1711.2784,1002.91754
190.82973515151517,-1717.3997545454547,1002.6561700000002,190.82461399466578,-1717.829687245475,1002.2014573526285,192.0169,-1697.8866,1000.52075,181.35207,-1876.2747,1015.55444,230.83012,-1720.1537,1003.0047,110.82443,-1711.2527,1002.9249
190.97697981818183,-1717.3641984848489,1002.6773715151517,190.96408572816364,-1717.797037710275,1002.2364340109485,192.15591,-1697.842,1000.5589,181.5004,-1876.2501,1015.5569,230.98126,-1720.1212,1003.02014,110.978836,-1711.2252,1002.93066
191.1237246969697,-1717.327256060606,1002.6963075757577,191.1033373591828,-1717.7629309296312,1002.2686979900035,192.29475,-1697.7964,1000.59424,181.6479,-1876.2238,1015.55774,231.13173,-1720.0873,1003.03357,111.13255,-1711.1957,1002.9345
191.26995106060608,-1717.2887303030307,1002.7129536363637,191.2424090644261,-1717.7271836298096,1002.2981120569546,192.43347,-1697.7495,1000.6266,181.79459,-1876.1956,1015.557,231.28146,-1720.0518,1003.04504,111.28552,-1711.1642,1002.9365
191.4156661818182,-1717.2485893939397,1002.7272862121213,191.38135843069026,-1717.6896745471229,1002.3246130863553,192.57213,-1697.7014,1000.65594,181.94041,-1876.1653,1015.55457,231.43044,-1720.0146,1003.05457,111.437706,-1711.1306,1002.9366
191.56083257575762,-1717.2068575757576,1002.7391621212123,191.52022853840924,-1717.650396198655,1002.3480523084569,192.71078,-1697.6521,1000.6821,182.08534,-1876.133,1015.5504,231.57857,-1719.9757,1003.062,111.58903,-1711.095,1002.9347
191.70546863636366,-1717.163328787879,1002.748668787879,191.65909188893698,-1717.6091355704364,1002.3685339782561,192.8495,-1697.6014,1000.7052,182.22937,-1876.0988,1015.5445,231.72585,-1719.9349,1003.06744,111.73944,-1711.0571,1002.9308
191.84954075757577,-1717.1179787878789,1002.7556751515153,191.79795181691196,-1717.5658817668825,1002.385885162044,192.98831,-1697.5492,1000.72504,182.37245,-1876.0621,1015.5368,231.8722,-1719.8922,1003.0708,111.8889,-1711.0171,1002.9248
191.99303833333335,-1717.0707409090912,1002.7602509090909,191.9368841565129,-1717.5204371040697,1002.4000779778614,193.12727,-1697.4957,1000.74164,182.51456,-1876.0233,1015.5272,232.01758,-1719.8474,1003.0722,112.03733,-1710.9746,1002.9168
192.135921969697,-1717.021493939394,1002.7623662121213,192.0758746479337,-1717.4725947159995,1002.411078184513,193.26637,-1697.4407,1000.75494,182.65565,-1875.9822,1015.51587,232.16193,-1719.8003,1003.0716,112.18468,-1710.9298,1002.9068
192.27816424242428,-1716.970131818182,1002.7619772727273,192.21493535465538,-1717.422348246756,1002.4188441176572,193.40564,-1697.384,1000.7649,182.7957,-1875.9385,1015.5026,232.30519,-1719.7509,1003.069,112.33088,-1710.8826,1002.8947
192.4197084848485,-1716.9166469696972,1002.7591393939397,192.35405787154104,-1717.369492467764,1002.4233680249073,193.54504,-1697.326,1000.77155,182.93465,-1875.8923,1015.4875,232.4473,-1719.699,1003.0644,112.47585,-1710.8326,1002.8807
192.56050742424245,-1716.8609575757578,1002.7537675757578,192.49322164055548,-1717.3139279931786,1002.4245664908633,193.68456,-1697.2665,1000.7748,183.07245,-1875.8434,1015.47046,232.58818,-1719.6445,1003.0578,112.61954,-1710.78,1002.86456
192.70048621212123,-1716.8030363636367,1002.7460075757577,192.63236461908792,-1717.2555600091287,1002.4224836632189,193.82413,-1697.2056,1000.7747,183.20901,-1875.7917,1015.4516,232.72777,-1719.5873,1003.0494,112.76184,-1710.7247,1002.8465
192.83956924242426,-1716.7427363636366,1002.7358231818183,192.77141846755535,-1717.1942889667398,1002.417162000095,193.96368,-1697.1431,1000.7713,183.34431,-1875.7373,1015.43085,232.86598,-1719.5273,1003.03906,112.90268,-1710.6665,1002.82654
192.97767336363637,-1716.680096969697,1002.7232130303032,192.91033214705254,-1717.1300148783296,1002.4084919767045,194.10315,-1697.0792,1000.7645,183.47824,-1875.6799,1015.4082,233.00272,-1719.4644,1003.02686,113.041954,-1710.6055,1002.8047
193.11468060606063,-1716.6149575757577,1002.7082946969698,193.04899508771035,-1717.0624477582044,1002.3965905832252,194.2424,-1697.014,1000.75446,183.61072,-1875.6195,1015.3837,233.13788,-1719.3983,1003.0129,113.17956,-1710.5413,1002.78107
193.2504859090909,-1716.5474196969699,1002.6910715151516,193.18727107239212,-1716.9917891477712,1002.3814159891846,194.3813,-1696.9476,1000.7411,183.74164,-1875.5558,1015.3575,233.27138,-1719.3292,1002.9972,113.31539,-1710.4739,1002.75574
193.38496606060608,-1716.4773378787881,1002.671540909091,193.32503764822113,-1716.917759023319,1002.3629107535706,194.51971,-1696.8799,1000.7244,183.8709,-1875.489,1015.3294,233.4031,-1719.2568,1002.9798,113.44934,-1710.4033,1002.7287
193.51798681818184,-1716.4047378787882,1002.6498162121213,193.46212318949026,-1716.840452036183,1002.3412277916667,194.65746,-1696.8109,1000.7045,183.99838,-1875.4188,1015.29956,233.53294,-1719.1812,1002.96075,113.58127,-1710.3295,1002.70013
193.6494072727273,-1716.3295136363638,1002.625956818182,193.59837287800462,-1716.7596822842193,1002.3164090112048,194.79437,-1696.7407,1000.68146,184.12398,-1875.3451,1015.26807,233.66078,-1719.1022,1002.9401,113.71106,-1710.2522,1002.6701
193.77906363636367,-1716.2517590909092,1002.6000427272729,193.73361550146788,-1716.675368293971,1002.2884616462802,194.93024,-1696.6696,1000.65533,184.24756,-1875.268,1015.23486,233.78647,-1719.0197,1002.91797,113.83858,-1710.1715,1002.6387
193.90680015151517,-1716.1712075757578,1002.5721215151516,193.8676059463449,-1716.5875173501838,1002.2574949629321,195.06485,-1696.597,1000.62616,184.36897,-1875.1873,1015.2001,233.90991,-1718.9337,1002.8944,113.96368,-1710.0872,1002.60596
194.03245909090913,-1716.0880696969698,1002.5423263636364,194.00019774075466,-1716.4961371489314,1002.2235538691035,195.19801,-1696.5236,1000.59406,184.48808,-1875.1029,1015.16376,234.03096,-1718.8442,1002.8695,114.08622,-1709.9991,1002.57214
194.15586340909093,-1716.0021742424246,1002.5106933333334,194.13113131213836,-1716.4011399312144,1002.1867378309496,195.32947,-1696.4489,1000.5591,184.60475,-1875.0146,1015.1259,234.14949,-1718.7511,1002.84326,114.206055,-1709.9075,1002.5373
194.27683409090912,-1715.9134363636365,1002.4773868181819,194.26018555257076,-1716.3025362378692,1002.1472634319439,195.459,-1696.3729,1000.5215,184.71881,-1874.9227,1015.08673,234.26535,-1718.6544,1002.81586,114.32304,-1709.8119,1002.50146
194.3951893939394,-1715.8219181818185,1002.4424912121212,194.3871339568335,-1716.200338192471,1002.1051498958794,195.58636,-1696.2957,1000.4813,184.83011,-1874.8269,1015.04614,234.3784,-1718.5541,1002.78735,114.43701,-1709.7125,1002.4649
194.5107513636364,-1715.7274545454547,1002.4061316666667,194.51172165730915,-1716.0944518947465,1002.0606179857111,195.7113,-1696.2169,1000.4387,184.93849,-1874.7272,1015.00433,234.48851,-1718.4501,1002.7578,114.54782,-1709.6094,1002.4277
194.6233472727273,-1715.6300515151515,1002.3684124242426,194.6337444405997,-1715.9848853554947,1002.0137957342378,195.83359,-1696.1368,1000.39386,185.04381,-1874.6235,1014.96136,234.59554,-1718.3424,1002.7273,114.65533,-1709.5021,1002.3899
194.73278181818185,-1715.529640909091,1002.3294787878789,194.75291757070826,-1715.871753079032,1001.9648434144794,195.95297,-1696.0549,1000.3469,185.14589,-1874.5157,1014.9173,234.69934,-1718.2311,1002.696,114.75937,-1709.391,1002.3517
194.83887969696974,-1715.4262090909092,1002.2895140909093,194.8690178351443,-1715.7550472659157,1001.9140639973655,196.0692,-1695.9713,1000.29816,185.24457,-1874.404,1014.87225,234.79977,-1718.1162,1002.66394,114.85981,-1709.2758,1002.3133
194.9414759090909,-1715.3196060606065,1002.2485787878788,194.98179180775657,-1715.6347978822237,1001.8614636420053,196.18204,-1695.8856,1000.2476,185.3397,-1874.2883,1014.8263,234.89673,-1717.9977,1002.6313,114.95649,-1709.1565,1002.2747
195.04038557575757,-1715.2098439393944,1002.2069113636366,195.09103290936747,-1715.510888753556,1001.8074692976476,196.29126,-1695.7979,1000.1957,185.43115,-1874.1685,1014.7796,234.99004,-1717.8755,1002.5981,115.049286,-1709.0332,1002.23615
195.13544272727276,-1715.0968560606061,1002.1645553030304,195.1964732747224,-1715.3835388862983,1001.7520795232577,196.39662,-1695.7078,1000.1424,185.51874,-1874.0446,1014.7322,235.07959,-1717.7498,1002.56445,115.13806,-1708.9059,1002.19775
195.2265025757576,-1714.980510606061,1002.1217760606062,195.29790902650137,-1715.252656027577,1001.6956610877124,196.49791,-1695.6151,1000.0881,185.60236,-1873.9166,1014.68414,235.16528,-1717.6205,1002.5306,115.22269,-1708.7745,1002.1596
195.31339393939396,-1714.8608954545457,1002.0786266666668,195.39512252886624,-1715.1183354761097,1001.6383393986171,196.59491,-1695.5198,1000.0329,185.68185,-1873.7847,1014.6357,235.24696,-1717.4877,1002.49646,115.30305,-1708.6392,1002.1219
195.3959931818182,-1714.7377803030306,1002.0353696969698,195.48791299556086,-1714.9805774160986,1001.5805105719269,196.68744,-1695.4214,999.9772,185.7571,-1873.6487,1014.5869,235.32455,-1717.3514,1002.4623,115.37903,-1708.4998,1002.0847
195.47415515151516,-1714.6112166666667,1001.9920775757578,195.5760724643261,-1714.839586628331,1001.5222967405496,196.7753,-1695.3198,999.9211,185.82799,-1873.5088,1014.53784,235.39793,-1717.2118,1002.4281,115.45053,-1708.3563,1002.0482
195.54776693939397,-1714.481107575758,1001.9489795454547,195.65943771256366,-1714.6951678062856,1001.4639786909868,196.85832,-1695.2148,999.8649,185.89441,-1873.3649,1014.48865,235.46703,-1717.0687,1002.3941,115.517456,-1708.209,1002.0125
195.61670742424246,-1714.3475348484849,1001.9062710606062,195.73785197514619,-1714.5476067356824,1001.4059210123554,196.93636,-1695.1063,999.80896,185.95628,-1873.217,1014.43945,235.53172,-1716.9224,1002.36035,115.57973,-1708.0579,1001.9778
195.68087060606064,-1714.2103242424246,1001.8640219696972,195.81112417535576,-1714.396821596596,1001.3482251822934,197.00923,-1694.994,999.75336,186.01349,-1873.0654,1014.3904,235.59196,-1716.7728,1002.32697,115.63727,-1707.9028,1001.94403
195.74018181818184,-1714.0695560606061,1001.8224821212123,195.8791622246348,-1714.242990481156,1001.2912780999042,197.07686,-1694.8777,999.6985,186.06598,-1872.91,1014.3415,235.64766,-1716.6201,1002.29407,115.69002,-1707.7441,1001.9115
195.7945416666667,-1713.9250545454547,1001.7817700000002,195.94178868032105,-1714.0860297471602,1001.2352509202412,197.13908,-1694.757,999.64453,186.11366,-1872.751,1014.2929,235.69876,-1716.4642,1002.2618,115.73793,-1707.5818,1001.8802
195.84390954545455,-1713.7769742424243,1001.742068939394,195.99895439362518,-1713.9262174286193,1001.1804880340954,197.19585,-1694.632,999.5918,186.15652,-1872.5884,1014.24475,235.74522,-1716.3054,1002.2302,115.78095,-1707.4159,1001.8503
195.8882034848485,-1713.6251500000003,1001.7035466666669,196.05051843837342,-1713.7634656669677,1001.1271913771933,197.24704,-1694.5023,999.5405,186.19449,-1872.4222,1014.19714,235.78697,-1716.1436,1002.19946,115.81906,-1707.2465,1001.8219
195.9274021515152,-1713.4696909090912,1001.6663484848486,196.0964590472904,-1713.5977509122808,1001.0756669495737,197.29262,-1694.368,999.49097,186.22754,-1872.2527,1014.1502,235.824,-1715.9788,1002.1696,115.852234,-1707.0739,1001.79504
195.96147553030306,-1713.3105424242426,1001.630606969697,196.13668992707957,-1713.4292745748776,1001.0260963667982,197.33253,-1694.2288,999.44336,186.25565,-1872.0798,1014.104,235.8563,-1715.8112,1002.14075,115.880455,-1706.898,1001.76984
195.99039530303034,-1713.1477409090912,1001.5964722727274,196.17119101003792,-1713.2581281399957,1000.9787542326253,197.36676,-1694.0846,999.39795,186.27881,-1871.9038,1014.05865,235.8838,-1715.6409,1002.113,115.90374,-1706.7189,1001.74634
196.01415909090912,-1712.981365151515,1001.5640924242425,196.1999365122405,-1713.0843002273625,1000.933877683938,197.39528,-1693.9354,999.355,186.29703,-1871.7247,1014.0142,235.90652,-1715.4679,1002.0864,115.92209,-1706.537,1001.7247
196.03278015151517,-1712.811451515152,1001.5336003030304,196.22291011508517,-1712.9080001922316,1000.8916214843208,197.41809,-1693.7811,999.31464,186.31032,-1871.5428,1013.9708,235.92448,-1715.2924,1002.06116,115.93553,-1706.3522,1001.7049
196.04626654545459,-1712.638034848485,1001.5050922727273,196.2401299479802,-1712.7292008703084,1000.8521922294782,197.43521,-1693.6217,999.2771,186.31868,-1871.358,1013.92847,235.93767,-1715.1144,1002.03723,115.944084,-1706.1647,1001.6871
196.05465212121214,-1712.4612924242424,1001.4786366666667,196.2516422641908,-1712.548094469315,1000.8158004477137,197.44669,-1693.4573,999.2426,186.32216,-1871.1708,1013.8873,235.9461,-1714.9341,1002.01465,115.9478,-1705.9747,1001.67114
196.0579636363637,-1712.2812015151517,1001.4544251515154,196.2574544093991,-1712.3646904587708,1000.7825755110862,197.45255,-1693.2877,999.21124,186.32079,-1870.981,1013.8475,235.9498,-1714.7515,1001.99365,115.94671,-1705.7825,1001.6573
196.05623954545456,-1712.097909090909,1001.4324277272729,196.25762824317536,-1712.1790672342509,1000.7526140457508,197.45284,-1693.1132,999.18317,186.3146,-1870.789,1013.8089,235.94879,-1714.5667,1001.9741,115.94087,-1705.588,1001.64545
196.04955363636367,-1711.9115924242428,1001.4127718181819,196.25223275857763,-1711.991535434588,1000.7260166147297,197.44765,-1692.9338,999.15845,186.30367,-1870.5948,1013.7717,235.94313,-1714.38,1001.95624,115.93035,-1705.3915,1001.6356
196.03793681818183,-1711.7224136363639,1001.3955330303031,196.24133455095753,-1711.8020729154787,1000.7029368190987,197.43703,-1692.7498,999.13727,186.28802,-1870.3987,1013.736,235.93283,-1714.1914,1001.94,115.91519,-1705.1932,1001.6279
196.02147045454547,-1711.5305363636367,1001.380734848485,196.22502591551105,-1711.6108742666538,1000.6834436523937,197.42108,-1692.5613,999.1197,186.26773,-1870.2009,1013.7018,235.91795,-1714.0011,1001.9254,115.89548,-1704.9933,1001.6223
196.00022166666668,-1711.336028787879,1001.3684021212123,196.20339781756488,-1711.4180498996736,1000.6675081051745,197.3999,-1692.3683,999.1057,186.24287,-1870.0016,1013.6691,235.89853,-1713.8092,1001.91254,115.87128,-1704.7919,1001.6188
195.9742596969697,-1711.139234848485,1001.3585596969697,196.17653869150317,-1711.2238859170925,1000.6551950144133,197.37357,-1692.1713,999.09534,186.2135,-1869.8009,1013.63806,235.87463,-1713.616,1001.9014,115.84266,-1704.5892,1001.6174
195.94366181818185,-1710.9402803030307,1001.3511945454547,196.1445554595416,-1711.028288221738,1000.6464563772454,197.34218,-1691.9705,999.0886,186.17969,-1869.5991,1013.60864,235.84631,-1713.4214,1001.892,115.80971,-1704.3856,1001.61804
195.9085122727273,-1710.739384848485,1001.3463740909092,196.10755102979132,-1710.831643110283,1000.6414231845174,197.30585,-1691.7661,999.0856,186.14151,-1869.3964,1013.58093,235.81363,-1713.2258,1001.8844,115.7725,-1704.181,1001.6207
195.8688943939394,-1710.5368606060606,1001.3439965151517,196.06563979388616,-1710.6340664245784,1000.6398228713656,197.26468,-1691.5585,999.08606,186.09904,-1869.193,1013.55493,235.77666,-1713.0293,1001.87854,115.73111,-1703.976,1001.6255
195.8248931818182,-1710.3329242424245,1001.3440845454546,196.01895747364392,-1710.435848365115,1000.641767846581,197.21881,-1691.348,999.0901,186.05238,-1868.9891,1013.5307,235.73543,-1712.8322,1001.87445,115.68563,-1703.7705,1001.63226
195.7766022727273,-1710.1277545454545,1001.3465965151518,195.96761960283075,-1710.2368882878397,1000.6471099095767,197.16833,-1691.135,999.0976,186.00157,-1868.785,1013.50824,235.69005,-1712.6344,1001.8721,115.63614,-1703.5648,1001.64105
195.7241131818182,-1709.921740909091,1001.351450909091,195.9117525533023,-1710.0377914511375,1000.6557369094747,197.11339,-1690.9198,999.1084,185.94673,-1868.5808,1013.4876,235.64056,-1712.4365,1001.87146,115.58272,-1703.3591,1001.6518
195.667521969697,-1709.7151272727276,1001.3586393939395,195.8514802363428,-1709.8384523575232,1000.6676114616141,197.05408,-1690.7029,999.1225,185.88791,-1868.377,1013.4689,235.58707,-1712.2384,1001.8725,115.52546,-1703.1538,1001.6645
195.606901969697,-1709.5081590909092,1001.3680795454546,195.7869042499926,-1709.639282756165,1000.682555340497,196.99052,-1690.4845,999.1397,185.8252,-1868.1735,1013.45197,235.5296,-1712.0405,1001.87524,115.46445,-1702.949,1001.6791
195.54237371212122,-1709.3011181818183,1001.3796900000001,195.71817097544823,-1709.4404809657406,1000.700437713675,196.92285,-1690.265,999.15985,185.75868,-1867.9707,1013.437,235.46828,-1711.843,1001.87964,115.399765,-1702.7449,1001.6955
195.47401530303034,-1709.0942909090911,1001.3934507575759,195.64541591949543,-1709.2421489364876,1000.7211720708311,196.85118,-1690.045,999.1829,185.68843,-1867.7688,1013.42395,235.40315,-1711.646,1001.8857,115.3315,-1702.5416,1001.7137
195.40192219696974,-1708.8879954545457,1001.4092439393942,195.56875104934764,-1709.0445826089845,1000.7446400694965,196.77563,-1689.8247,999.2087,185.61455,-1867.568,1013.4129,235.33429,-1711.4498,1001.89325,115.259735,-1702.3397,1001.7337
195.32620590909093,-1708.6826136363638,1001.427017878788,195.48830578748246,-1708.848190297423,1000.7706586684052,196.69633,-1689.6046,999.23706,185.53711,-1867.3688,1013.4038,235.26181,-1711.2548,1001.90234,115.18456,-1702.1393,1001.7555
195.24695093939397,-1708.478093939394,1001.4466787878789,195.40421302167329,-1708.6527673472303,1000.7991395284648,196.6134,-1689.3848,999.2679,185.45619,-1867.171,1013.3967,235.18576,-1711.0608,1001.9129,115.106064,-1701.9404,1001.7789
195.16426227272729,-1708.275031818182,1001.4681860606063,195.3165808088675,-1708.4590258888913,1000.829895690718,196.52696,-1689.1659,999.301,185.37187,-1866.9751,1013.3916,235.10625,-1710.8685,1001.925,115.02432,-1701.7434,1001.80396
195.07823727272728,-1708.0735363636368,1001.4914318181819,195.22553448730895,-1708.2669522578087,1000.8628732579617,196.43713,-1688.948,999.3363,185.28424,-1866.7814,1013.3886,235.02335,-1710.6779,1001.9384,114.93944,-1701.5486,1001.8307
194.98896912121214,-1707.873931818182,1001.5164021212123,195.13120987082746,-1708.076859666389,1000.8979637671125,196.34404,-1688.7316,999.3737,185.1934,-1866.59,1013.38763,234.93713,-1710.4893,1001.95325,114.851494,-1701.3561,1001.85895
194.89658563636368,-1707.6764166666671,1001.5429721212122,195.0337289116086,-1707.8890328610055,1000.9350151762711,196.24783,-1688.5168,999.413,185.09943,-1866.401,1013.3888,234.84773,-1710.303,1001.96936,114.760574,-1701.1661,1001.8888
194.8011637878788,-1707.4812500000003,1001.5711090909092,194.93321868655678,-1707.7034773879527,1000.9739525592482,196.1486,-1688.3041,999.45416,185.0024,-1866.2148,1013.3921,234.7552,-1710.119,1001.98676,114.66677,-1700.9789,1001.9201
194.70284015151518,-1707.2887166666667,1001.6007542424243,194.82979944778842,-1707.5207975591936,1001.0146534571835,196.04651,-1688.0935,999.497,184.90244,-1866.0316,1013.39746,234.65967,-1709.9379,1002.00543,114.57019,-1700.7947,1001.95294
194.60170742424245,-1707.0989530303032,1001.6318610606063,194.72361790790882,-1707.3407809515213,1001.0570557842613,195.94167,-1687.8855,999.5415,184.7996,-1865.8517,1013.40497,234.56123,-1709.7595,1002.0253,114.47091,-1700.6136,1001.98724
194.49788981818182,-1706.912272727273,1001.6643975757577,194.61478406042593,-1707.164143444994,1001.1010915771056,195.83424,-1687.68,999.5875,184.69405,-1865.675,1013.41473,234.45998,-1709.5845,1002.04645,114.369026,-1700.436,1002.02295
194.3914978787879,-1706.728934848485,1001.6982760606061,194.50348060659212,-1706.9906633923413,1001.1466276918629,195.72435,-1687.4778,999.63495,184.58583,-1865.5021,1013.42664,234.35602,-1709.4127,1002.0687,114.26465,-1700.262,1002.0601
194.28266295454546,-1706.549116666667,1001.7334984848486,194.38979579181083,-1706.8210551973602,1001.1936118269816,195.61215,-1687.2786,999.6837,184.4751,-1865.3328,1013.44073,234.24948,-1709.2448,1002.09216,114.157875,-1700.0917,1002.09875
194.17151954545457,-1706.3729363636367,1001.7699665151517,194.27394297927563,-1706.6549024491321,1001.2419337096738,195.4978,-1687.083,999.7337,184.36194,-1865.1675,1013.4571,234.14049,-1709.0804,1002.1167,114.04881,-1699.9253,1002.13873
194.05818621212123,-1706.2008090909094,1001.8077045454546,194.1560257382747,-1706.493010688763,1001.2915536331163,195.38145,-1686.8911,999.78485,184.24648,-1865.0063,1013.4757,234.02914,-1708.9203,1002.1424,113.93757,-1699.7631,1002.1802
193.94282893939396,-1706.0329348484852,1001.8466621212123,194.0362475061638,-1706.335368894148,1001.3423966558344,195.26328,-1686.7034,999.8371,184.12883,-1864.8496,1013.4966,233.91562,-1708.7645,1002.16925,113.82426,-1699.6051,1002.223
193.82557272727274,-1705.869387878788,1001.8867872727274,193.91476727605325,-1706.1819972848516,1001.394285624002,195.14345,-1686.5199,999.89026,184.00916,-1864.6973,1013.5197,233.80002,-1708.613,1002.19727,113.709,-1699.4517,1002.2672
193.70656469696974,-1705.710575757576,1001.928072878788,193.79174647570437,-1706.033373631777,1001.4472140230137,195.02213,-1686.3411,999.9443,183.88757,-1864.5496,1013.54517,233.68248,-1708.4663,1002.2264,113.59192,-1699.303,1002.3129
193.5859743939394,-1705.556634848485,1001.9704181818183,193.66735241199666,-1705.8897091446513,1001.5009763693021,194.89949,-1686.1672,999.999,183.76422,-1864.4066,1013.5729,233.56319,-1708.3246,1002.25665,113.47315,-1699.1589,1002.36
193.46395863636366,-1705.4078212121212,1002.0138993939395,193.5418293637899,-1705.750798662691,1001.5556472005173,194.77573,-1685.9988,1000.0545,183.63927,-1864.2687,1013.60297,233.44228,-1708.1877,1002.2881,113.35282,-1699.0199,1002.40845
193.34067742424244,-1705.2643742424245,1002.058444848485,193.41530216721597,-1705.617343857091,1001.6110496803954,194.65103,-1685.8358,1000.11053,183.51285,-1864.1359,1013.6354,233.3199,-1708.0563,1002.32074,113.23108,-1698.886,1002.4584
193.2163062878788,-1705.1264333333336,1002.1040713636365,193.28801176391264,-1705.4891477047663,1001.6670837329394,194.52559,-1685.6788,1000.16705,183.38512,-1864.0082,1013.6701,233.19623,-1707.9302,1002.3547,113.108055,-1698.7572,1002.50977
193.09101060606062,-1704.9943181818185,1002.1506977272729,193.16014836233924,-1705.3665026408235,1001.7237054155559,194.3996,-1685.5281,1000.224,183.25627,-1863.8859,1013.70715,233.07141,-1707.8097,1002.3898,112.98391,-1698.6339,1002.5626
192.96496909090914,-1704.8682166666667,1002.1983060606062,193.0318750560232,-1705.2496217440137,1001.7807573788818,194.27322,-1685.384,1000.2812,183.12646,-1863.769,1013.7466,232.94565,-1707.695,1002.42615,112.8588,-1698.5161,1002.6169
192.83836272727274,-1704.748340909091,1002.2468903030303,192.90345605077093,-1705.138413377736,1001.8380944628382,194.14668,-1685.2471,1000.33856,182.99586,-1863.6578,1013.7883,232.8191,-1707.586,1002.46387,112.73288,-1698.4039,1002.6726
192.71137136363637,-1704.6349151515155,1002.296448787879,192.7750394014281,-1705.0333787056247,1001.8957671759999,194.02016,-1685.1173,1000.39606,182.86469,-1863.5524,1013.83246,232.69194,-1707.4832,1002.5029,112.60632,-1698.2976,1002.7298
192.58417106060608,-1704.528013636364,1002.3469443939396,192.6468291306811,-1704.9343207187223,1001.9535767115481,193.89383,-1684.9951,1000.45355,182.73308,-1863.4526,1013.8789,232.56436,-1707.3864,1002.54333,112.47929,-1698.1971,1002.78845
192.45693636363637,-1704.4280181818185,1002.3983731818183,192.5190322852643,-1704.8415536098983,1002.0114959069696,193.76788,-1684.881,1000.511,182.60127,-1863.3589,1013.92773,232.43652,-1707.2959,1002.58514,112.35195,-1698.1027,1002.8486
192.3298581060606,-1704.3350000000003,1002.4507027272729,192.39182686134586,-1704.7551853539119,1002.069424857334,193.64249,-1684.7751,1000.5683,182.46944,-1863.2712,1013.9789,232.30862,-1707.2118,1002.6284,112.224495,-1698.0144,1002.91016
192.2031113636364,-1704.249228787879,1002.5039242424243,192.26541561322088,-1704.6753178737556,1002.1272916476863,193.51784,-1684.6779,1000.6254,182.33777,-1863.1897,1014.0324,232.18083,-1707.1342,1002.6731,112.0971,-1697.9324,1002.9732
192.07686530303033,-1704.17066969697,1002.5580378787881,192.13995487220396,-1704.60188069074,1002.1850432515708,193.39407,-1684.5894,1000.68225,182.2065,-1863.1145,1014.0882,232.05334,-1707.063,1002.7193,111.96993,-1697.8567,1003.0377
191.95133272727276,-1704.099584848485,1002.6130124242426,192.0156573234523,-1704.5351574406955,1002.2426448390772,193.2714,-1684.5099,1000.7388,182.0758,-1863.0455,1014.14636,231.92636,-1706.9985,1002.76697,111.8432,-1697.7875,1003.10364
191.82663954545455,-1704.036172727273,1002.6688077272729,191.8926503193256,-1704.4751937292672,1002.2999346298668,193.14992,-1684.4398,1000.7949,181.9459,-1862.983,1014.20685,231.80002,-1706.9407,1002.81616,111.71707,-1697.725,1003.171
191.70298954545459,-1703.9804909090913,1002.7254884848485,191.77112113512908,-1704.4219961225674,1002.3569801655575,193.0298,-1684.3793,1000.85065,181.81702,-1862.9271,1014.2696,231.67455,-1706.8896,1002.86694,111.59175,-1697.6691,1003.2398
191.5805497727273,-1703.9327015151516,1002.7829590909092,191.65122161534222,-1704.3758694156822,1002.4136760250829,192.91121,-1684.3284,1000.9059,181.68933,-1862.8779,1014.33466,231.55011,-1706.8455,1002.91925,111.467415,-1697.62,1003.30994
